Gene	ERX1492309	ERX1492310	ERX1492311	ERX1492312	ERX1492313	ERX1492305	ERX1492306	ERX1492307	ERX1492308	ERX1492315	SRX4673373	SRX4673372	SRX4673371	SRX4673370	SRX4673369	SRX4673368	SRX4673367	SRX4673366	SRX4673365	SRX2527436	SRX2527437	SRX2527438	SRX2527442	SRX2527443	SRX2527444	ERX1892495	ERX1892496	ERX1892497	ERX1892498	ERX1892499	ERX1892500	SRX2527536	SRX2527537	SRX2527538	SRX2527543	SRX2527544	SRX2527545	SRX2527546	SRX2527533	SRX2527534	SRX2527535	SRX2527539	SRX2527540	SRX2527541	SRX2527542	SRX4594575	SRX4594576	SRX4594577	SRX4594578	SRX4594579	SRX4594580	SRX4594581	SRX170978	SRX170979	SRX224753	SRX224754	SRX224755	SRX4594582	SRX4594583	SRX4594569	SRX4594570	SRX4594571	SRX4594572	SRX4594573	SRX4594574	SRX4594584	SRX4594585	SRX4594586	ERX2249183	ERX2249184	ERX2249185	ERX2249186	ERX2249187	ERX2249188	SRX589477	SRX589478	SRX589479	SRX996334	SRX996335	SRX170956	SRX170957	SRX170958	SRX170962	SRX170963	SRX170964	SRX170968	SRX170969	SRX170970	SRX170974	SRX170975	SRX170976	ERX945123	ERX945124	ERX945127	SRX2527433	SRX2527434	SRX2527435	SRX2527439	SRX2527440	SRX2527441	ERX1892492	ERX1892493	ERX1892494	ERX1892489	ERX1892490	ERX1892491	SRX224756	SRX224757	SRX224758	SRX589480	SRX589481	SRX589482	SRX589474	SRX589475	SRX589476	SRX996336	SRX996337	SRX996338	SRX996339	SRX170959	SRX170960	SRX170961	SRX170965	SRX170966	SRX170967	SRX170971	SRX170972	SRX170973	SRX170977
MTR_3g099590	-0.974521	-0.935076	-0.908830	-0.861668	-0.892172	1.244282	1.253916	1.849109	1.338911	1.963074	-0.356624	-0.362544	-0.310918	-0.557924	-0.549160	-0.387258	-0.343867	-0.208730	0.819896	-0.317260	-0.203216	-0.370641	-0.030677	0.101899	0.139515	-0.180577	-0.066533	-0.233958	0.106006	0.238582	0.139515	0.031539	-0.174089	-0.239662	-0.419047	-0.419939	-0.491280	-0.324061	-0.506247	-0.522058	-0.369441	-0.444765	-0.450400	-0.432895	-0.487565	2.583765	2.523595	1.782837	1.538508	1.470493	1.415726	1.294766	-1.050482	-2.609619	-1.298922	-1.157003	-1.386302	0.375421	0.502381	-0.260951	-0.126090	-0.082992	-0.407771	0.028413	-0.290950	0.262536	1.698233	1.678179	0.316153	0.517728	0.343367	0.528269	0.562882	0.603538	0.524442	0.420856	0.645280	-1.036019	-0.952891	-2.085774	-2.080032	0.165544	-0.022393	-0.152474	0.477541	-0.558519	-0.332136	0.244155	0.584740	-2.090670	0.699541	0.197093	0.324070	0.218021	-0.277442	-0.402016	-0.459253	0.016921	0.301226	0.061301	-0.277442	-0.402016	-0.750551	-0.274377	0.009928	-0.229997	-0.169902	-0.258199	-0.133093	1.017138	0.789051	0.595481	0.438558	0.233235	0.963731	-1.106318	-1.124689	-0.659493	-0.723310	0.161445	-1.732719	0.165911	0.846350	0.851881	-0.176242	0.739275	-0.160512	0.917745	-0.230328
MTR_3g105470	0.052001	0.021963	0.462824	0.476284	0.175536	-0.687058	-0.501329	-0.311015	0.175375	-0.122716	-0.169532	0.082079	0.062171	0.237538	0.136703	-0.122132	0.004509	0.026792	-0.053157	0.200196	0.022475	0.216182	-0.230075	-0.155624	0.277579	0.196660	0.018939	0.212646	-0.233611	-0.159160	0.277579	-0.336527	-0.254104	-0.229923	-0.247385	-0.075802	0.062935	0.002463	-0.000881	0.190360	0.168346	0.192246	0.175757	0.285698	0.167645	-0.365324	-0.326130	-0.153950	-0.295379	-0.297071	-0.141551	-0.173715	-0.637515	0.814223	0.266289	0.334267	0.284399	-0.114011	0.052025	0.106582	-0.054653	0.023369	-0.013314	-0.023635	0.189354	-0.165718	-0.494270	-0.493461	0.211410	0.174709	0.189288	0.336152	0.212208	0.316136	-0.143428	0.030671	-0.187124	-0.159658	-0.260669	2.210988	-0.870682	0.478126	-0.881348	0.296995	-0.881042	-0.881890	-0.881774	0.553791	0.168641	0.956229	-0.201713	0.034277	0.064970	-0.049341	-0.029048	0.116583	0.096040	0.323842	-0.381332	-0.061813	-0.029048	0.116583	0.351449	0.579251	-0.125923	0.193596	-0.290106	-0.036191	-0.198615	-0.215537	-0.257926	0.065273	0.096411	0.094081	0.035297	-0.080732	-0.210331	0.378411	0.278210	-0.323487	-0.323774	-0.324201	-0.323740	-0.325130	-0.324675	0.785061	-0.325265	1.154296	-0.325702
MTR_3g110710	-0.925456	-0.115489	-0.538885	-0.508251	-0.820369	-0.309351	-0.448833	-0.738912	-0.880872	-0.823392	0.823684	1.312656	0.303643	0.508404	0.530299	0.753622	0.599344	1.278154	1.976722	-0.701637	-0.636657	-0.562225	-0.015133	-0.061072	0.323044	-0.579084	-0.514104	-0.439672	0.107420	0.061481	0.323044	0.357032	0.360838	0.455335	-0.155409	-0.085940	0.076559	0.088370	-0.399687	-0.285479	-0.226992	-0.170501	-0.196907	-0.101332	-0.139443	0.677582	0.463848	0.273399	-0.511466	-0.390937	-0.505377	-0.332340	0.209502	-0.341639	0.359857	0.630843	0.608161	-0.320919	-0.430249	0.421989	0.461398	0.314594	-0.446811	-0.213309	-0.224397	0.437707	0.095629	0.104600	0.383720	0.505280	0.454811	0.200300	0.197182	0.189409	-0.078535	-0.446269	-0.351557	0.776571	0.461236	-0.446687	0.040778	-0.663991	0.114243	-0.093771	0.047730	-0.876802	-0.498805	0.053233	-0.192080	0.023775	0.625071	0.926879	1.034971	0.942223	-0.759017	-0.560104	-0.609768	0.035504	-0.235362	-0.081274	-0.759017	-0.560104	-1.177968	-0.532696	-0.803562	-0.649474	1.003286	0.639560	0.897607	0.748279	-0.125030	-0.298660	-0.231746	-0.349231	-0.306404	0.687620	0.498424	0.498617	0.149766	0.460148	-0.027298	0.182886	-0.005058	-0.003448	-0.090631	-0.381200	-0.169124	-0.238495	-0.376164
MTR_3g112430	-0.056793	0.042733	-0.097679	-0.118836	-0.347698	0.254582	0.176680	0.221080	0.276370	-0.062775	0.020189	0.163711	-0.124898	-0.228770	-0.219777	-0.055166	0.030152	0.126898	0.316423	-0.134922	-0.280684	-0.013880	0.138316	-0.025254	0.020437	-0.124202	-0.269964	-0.003161	0.149035	-0.014534	0.020437	0.085468	0.136484	0.062238	-0.062728	-0.068481	0.060671	0.035372	-0.166363	-0.134639	0.012932	-0.133242	-0.012945	0.013297	-0.092217	0.205154	0.280956	0.270897	0.172330	0.122771	0.207772	0.011585	-0.131275	-0.339971	-0.141888	-0.133189	-0.039034	0.014702	0.011980	-0.027275	-0.033604	-0.061174	0.095371	-0.033892	-0.061785	0.095678	-0.127627	-0.069882	-0.056377	-0.046410	-0.134457	-0.063206	-0.103935	0.065262	0.043635	-0.057016	0.138218	0.147647	0.127454	0.715009	0.317687	0.126573	-0.138963	-0.207042	0.243026	-0.659224	0.008789	-0.043877	0.360316	-0.585598	0.583814	0.288485	-0.058427	0.106908	-0.137726	-0.161069	-0.240951	-0.050509	-0.018139	-0.013593	-0.137726	-0.161069	-0.422300	-0.231859	-0.199489	-0.194942	0.164557	0.104453	0.062004	0.477540	0.240034	0.021441	-0.266046	-0.222066	0.103309	0.208405	0.154957	0.190140	0.166121	0.937004	0.265272	0.017537	0.167674	0.038209	-0.465408	-0.081873	-0.430564	-0.353183	-0.450928
MTR_3g113190	0.139262	-0.092358	-0.181698	-0.102293	0.019615	-0.155839	-0.124246	0.244442	0.160009	0.025125	0.120891	-0.030401	-0.055623	-0.011844	-0.086366	0.150579	0.111749	-0.130999	0.036445	-0.095170	0.016555	0.095734	0.004428	-0.057993	-0.156366	-0.050493	0.061232	0.140411	0.049105	-0.013316	-0.156366	-0.004917	0.130706	-0.041793	-0.078205	0.114457	0.015567	-0.008681	-0.131984	-0.107550	-0.083455	-0.073240	-0.087772	0.112842	-0.149710	0.308916	0.210609	-0.140878	-0.067857	-0.132620	-0.084330	-0.212896	0.633070	0.495226	-0.185807	-0.176459	-0.127448	-0.025232	-0.134057	0.133368	0.031565	-0.016553	0.010910	-0.096609	0.081341	0.015267	-0.155704	-0.115686	-0.155704	-0.170236	-0.108589	-0.037947	-0.193348	-0.094178	-0.570148	-0.311892	-0.100086	0.327849	0.264591	-0.090002	-2.613106	0.201552	0.592727	0.824367	0.520491	0.622792	0.524418	0.658493	0.069903	0.109432	0.351913	0.130963	0.255278	0.085069	-0.206591	0.058689	-0.253633	-0.268514	0.010502	-0.015774	-0.206591	0.058689	-0.219248	-0.234129	0.044887	0.018611	0.347472	0.287449	0.280088	-0.272407	-0.252721	-0.269589	-0.188637	-0.251623	-0.179701	0.427422	0.462130	-0.302566	-0.219129	0.131031	0.085172	-0.084145	0.136831	0.293729	0.231832	0.122067	0.342308	-0.933028	0.195899
MTR_3g115040	0.057465	0.301057	0.045182	-0.078655	-0.273462	0.447131	0.395142	-0.092979	-0.097901	-0.474727	-0.076000	-0.195307	0.046939	0.139893	0.041437	-0.059988	0.006043	-0.131268	0.278539	-0.014953	-0.059025	-0.047114	-0.087495	-0.069954	-0.052392	-0.125649	-0.169721	-0.157810	-0.198191	-0.180650	-0.052392	0.369151	0.567656	0.100077	0.013499	0.189358	0.068677	0.073801	-0.085754	-0.067625	-0.195643	0.039760	0.025445	0.087091	-0.020193	-0.200593	-0.027896	-0.414632	-0.042712	-0.113382	-0.061362	-0.771488	0.855156	0.990228	-0.207031	-0.161483	-0.073299	-0.519804	-0.557606	0.305488	0.227133	0.276786	0.268003	0.281035	0.455791	-0.736825	-1.025985	-1.127646	-0.878997	-0.746749	-0.923445	-0.757912	-0.714571	-0.719478	-0.337470	-0.328390	-0.252083	-0.291049	-0.268159	-0.326245	0.163785	0.978682	0.894706	0.874972	1.006737	1.231495	1.137533	1.071160	0.762174	0.576927	1.457330	0.621148	0.537772	0.435715	-0.413339	-0.435434	-0.416750	-0.450791	-0.187367	-0.299508	-0.413339	-0.435434	-0.423679	-0.457720	-0.194296	-0.306437	0.271631	0.361763	0.364619	0.117919	0.266198	0.087706	-0.039317	0.072291	-0.021181	-0.044669	-0.054832	-1.188347	-1.084445	0.084490	0.375855	0.357052	0.365567	0.443725	0.299377	0.194466	-0.023183	0.286714	-0.111272
MTR_3g117550	0.114175	-0.235846	-0.019387	0.092139	0.396427	0.050435	-0.141913	-0.037688	-0.330173	0.140948	-0.118287	0.050435	0.035031	0.002495	0.016711	-0.113776	0.001165	0.097111	-0.074743	-0.001461	0.011158	-0.021854	0.026060	0.060842	0.222386	0.079431	0.092050	0.059038	0.106952	0.141734	0.222386	-0.351093	-0.572888	-0.251775	-0.235666	-0.182941	-0.168297	-0.061264	0.131764	0.116377	0.082021	-0.021796	0.000167	-0.105811	-0.022799	0.381007	0.339007	0.193092	0.141014	0.040095	0.023631	-0.030268	0.221918	0.170199	-0.394871	-0.207121	-0.157687	-0.044005	-0.080154	0.104852	0.047089	-0.056323	0.028539	0.064445	0.094642	-0.159086	-0.352616	-0.374699	0.223843	0.281653	0.240333	0.340131	0.289600	0.308295	-2.149877	0.248167	0.174034	-0.342730	-0.191154	0.640456	0.878553	0.483603	0.077924	0.347325	0.017929	0.164861	-0.514979	0.270305	-0.964288	-0.096670	-0.008267	-0.163568	-0.313935	-0.181777	-0.016727	0.063768	-0.028776	0.296500	0.110283	0.195462	-0.016727	0.063768	0.318404	0.643680	0.457463	0.542642	-0.396803	0.023308	-0.205628	-1.827028	0.443959	0.319291	0.683186	0.465050	-1.614114	-0.005872	0.152457	-0.229584	0.025436	0.826763	-0.073032	0.284508	-0.334846	0.297221	0.399689	-0.113322	-0.379216	-0.725573	0.021954
MTR_3g118320	-0.612002	-1.121752	-0.898323	-0.690000	-0.777311	1.250378	1.648432	2.154200	1.703008	1.870215	-0.492639	-0.447806	-0.627878	-0.835878	-0.773378	-0.437833	-0.549759	-0.361671	0.457882	0.140942	-0.000008	-0.095275	-0.259181	-0.244362	-0.153881	0.309979	0.169029	0.073762	-0.090144	-0.075325	-0.153881	-0.028367	-0.051173	-0.635069	-0.401969	-0.352538	-0.461817	-0.390323	-0.601593	-0.676677	-0.778897	-0.707451	-0.507891	-0.630547	-0.521537	3.348654	3.317659	1.746391	1.662784	1.661931	1.658658	1.445406	-0.725136	-1.165202	-2.321486	-2.019211	-1.944135	0.035784	0.011397	-0.016714	-0.102122	0.027591	0.044063	0.079305	0.097288	-0.176594	2.946877	2.897612	0.084045	0.043641	0.034143	0.269387	0.304104	0.279694	-0.892886	-0.174010	0.209836	-0.435956	-0.407268	-1.363397	-1.357655	-1.367823	0.018529	-1.368440	0.651050	-1.368863	0.546093	0.911187	0.908395	-1.368293	0.569954	0.134134	-0.159088	-0.186500	-0.132355	0.013296	0.060498	-0.280522	0.174154	-0.074512	-0.132355	0.013296	0.184254	-0.156766	0.297910	0.049244	-0.110831	-0.189943	0.003345	-0.426662	0.349453	0.342351	0.110709	0.352576	-0.152522	-0.390082	-0.263033	-0.465445	-0.469690	-1.416240	0.366209	0.725378	0.419664	0.151407	0.487764	0.737003	-1.418018	0.163515	0.718452
MTR_3g462290	-0.089271	0.217783	0.228319	-0.019917	-0.065199	-0.192267	-0.111084	-0.489449	-0.324161	-0.033818	0.008438	0.028491	0.165635	0.121176	0.177185	0.165487	0.107412	0.105241	-0.085637	0.231077	-0.013375	0.166191	-0.085827	-0.212429	-0.293123	0.254532	0.010080	0.189646	-0.062372	-0.188974	-0.293123	0.149566	0.233772	0.085322	0.176726	0.115893	0.013844	-0.071385	-0.122238	-0.071526	-0.017562	-0.011116	0.019854	0.072035	0.023179	-0.054980	-0.158050	-0.076168	-0.269502	-0.360901	-0.218656	-0.251697	0.309888	0.410162	0.162927	0.209505	0.084444	-0.159841	-0.132348	0.185451	0.116878	0.142550	-0.152693	-0.065305	0.024225	0.041079	-0.423449	-0.426127	-0.686501	-0.582052	-0.654322	-0.494320	-0.533939	-0.549232	-0.356990	-0.385679	-0.399872	-0.218858	-0.234732	1.193062	0.485128	0.845360	0.571876	0.664732	0.535329	0.506880	0.532505	0.596440	0.180696	-0.165943	0.258128	0.602592	0.644983	0.618723	-0.145434	-0.036770	-0.087964	-0.513042	-0.578086	-0.580922	-0.145434	-0.036770	0.212735	-0.212343	-0.277387	-0.280223	0.269885	0.181553	0.230627	0.117460	-0.242304	0.013231	-0.149749	-0.221180	0.101494	0.181656	0.074549	-0.490584	-0.584486	-0.000043	0.171623	0.165092	0.122840	0.258504	0.087623	0.094860	-0.143607	0.090432	0.227747
MTR_4g006900	-0.053679	-0.186409	-0.213490	-0.045382	-0.133660	-0.338020	0.052217	0.455999	-0.338020	0.307888	0.074470	-0.043858	0.131844	0.096878	0.187512	-0.016236	0.021181	0.040770	0.074758	0.069840	0.123034	0.052002	-0.158532	-0.161100	-0.032850	0.102652	0.155846	0.084814	-0.125720	-0.128288	-0.032850	-0.016393	-0.007214	-0.148561	-0.089668	-0.089758	-0.066444	-0.097556	-0.039627	-0.071825	-0.107073	-0.110715	-0.077126	0.011599	-0.065404	0.412007	0.540154	0.138864	0.087944	-0.067272	0.075492	-0.087465	0.396916	0.453950	-0.313528	-0.284852	-0.400053	-0.101652	-0.208147	0.107685	0.126492	-0.013165	0.088787	-0.007644	-0.071839	0.079483	0.216134	0.306186	-0.470308	-0.410430	-0.442382	-0.424759	-0.563126	-0.531928	-0.190965	-0.300848	-0.291501	-0.196823	-0.300280	-0.811787	-0.806045	-0.816213	0.712857	0.925539	0.723276	0.856667	0.495322	0.685170	0.222568	1.413672	-0.451550	0.334976	0.401423	0.408199	-0.072131	0.040277	-0.042765	-0.114560	-0.272460	-0.199560	-0.072131	0.040277	0.033543	-0.038252	-0.196152	-0.123252	-0.025455	0.022498	-0.022407	0.145886	0.203587	0.164732	-0.207488	-0.098074	0.168133	-0.008394	-0.018908	-0.779070	-0.964235	0.692405	0.647003	0.078469	0.365432	0.163020	1.203542	-0.300370	-1.406086	0.059510	0.240376
MTR_4g011070	0.523788	2.856154	1.744757	-0.250299	1.112115	0.418912	-0.466370	0.516998	1.245892	-1.167935	-0.710706	-0.612827	-1.006679	-1.102879	-0.936466	-0.809055	-0.776363	-0.579031	-1.350269	0.291982	0.380600	0.215349	0.139678	0.322662	0.577385	0.176503	0.265121	0.099870	0.024199	0.207183	0.577385	-1.205433	-0.722214	-0.403588	0.296558	0.543356	-0.195931	0.148624	0.133915	-0.089405	0.110789	0.276560	0.484520	-0.065867	0.256532	-0.748031	-0.748031	-0.379440	-0.379440	-0.379440	-0.379440	-0.165384	-0.379201	-0.378945	0.987169	1.163178	0.290938	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.303239	-0.303239	0.216403	1.610512	0.565971	-0.096178	0.940783	0.463879	0.146501	0.227394	0.453103	-0.303239	-0.303239	-0.297773	-0.292031	-0.302199	-0.302697	-0.302816	-0.302391	-0.303239	-0.303123	-0.303239	-0.303239	-0.302669	0.282228	-1.542544	-1.625219	-1.339995	0.392070	0.010337	0.168369	0.595837	1.586324	1.070183	0.392070	0.010337	-0.174374	0.253094	1.243581	0.727440	0.837652	0.458686	-0.214164	-1.489044	-1.642875	0.112983	-0.011782	0.737967	0.438121	-0.638645	-0.638645	0.086491	-0.008788	-0.006573	-0.006860	-0.007287	-0.006826	-0.008216	-0.007761	-0.008679	-0.008351	-0.008357	-0.008788
MTR_4g011570	-0.307219	-0.245736	-0.244428	-0.337913	-0.288689	0.531698	0.477791	0.278072	0.186878	-0.129218	-0.029637	0.064562	0.018854	0.030083	0.010644	-0.028347	-0.026292	0.038904	0.091070	0.009467	0.020760	0.118715	-0.118952	-0.121058	-0.004365	0.068315	0.079608	0.177563	-0.060104	-0.062210	-0.004365	-0.094139	-0.100302	-0.033503	-0.001326	-0.141490	-0.148927	-0.069161	-0.130136	-0.172318	-0.101931	-0.088501	-0.146403	-0.142865	-0.098238	0.587086	0.687714	-0.110563	0.177796	-0.000958	0.262093	-0.059829	0.633614	1.168879	-0.712951	-0.728037	-0.630044	-0.183644	-0.057737	-0.015198	-0.244808	-0.067331	0.568716	0.013229	-0.042666	0.029436	0.679917	0.689026	-0.669163	-0.711255	-0.741653	-0.535027	-0.555553	-0.583426	-0.211790	-0.266024	-0.282832	-0.774136	-0.819370	-1.063041	-1.057298	0.839746	1.026382	0.712692	1.019060	0.717567	0.677369	0.819932	-0.110853	1.199722	0.741393	0.148468	0.212373	0.256848	-0.028994	-0.163665	-0.078373	-0.290525	-0.293347	-0.311515	-0.028994	-0.163665	0.042387	-0.169765	-0.172587	-0.190755	-0.035356	-0.167341	-0.069987	0.463461	0.299945	0.309298	0.039617	0.054953	0.288160	-0.343050	-0.348976	-1.306478	-1.428837	0.366104	0.427815	0.305846	0.071381	0.518777	-0.041533	0.304153	0.629733	0.379254	-0.226209
MTR_4g015860	-1.134671	-1.090041	-1.091395	-1.009753	-1.047726	1.402939	1.990018	2.721671	1.938970	2.709882	-0.658158	-0.319639	-0.929199	-0.716606	-0.971656	-0.649379	-0.639527	-0.505734	0.560608	-0.124254	-0.140160	-0.122382	-0.072326	-0.101487	-0.000657	-0.008333	-0.024239	-0.006461	0.043595	0.014434	-0.000657	-0.031259	0.013576	-0.579904	-0.551618	-0.597547	-0.664443	-0.664443	-0.605815	-0.664443	-0.664443	-0.664443	-0.664443	-0.664443	-0.664443	3.801085	3.849348	2.309311	1.931730	2.023786	2.028276	2.373552	-2.196590	-2.196334	-2.071568	-2.061463	-2.140700	0.067092	0.163594	0.026567	0.142995	0.163594	-0.563844	-0.408907	-0.513023	0.921931	4.224801	4.170259	-0.033228	-0.146902	0.014744	0.211317	0.165349	0.177412	0.387705	-0.082675	-0.080834	-0.957731	-0.957731	-0.952265	-0.946523	-0.956691	-0.957189	-0.957308	-0.956883	-0.957731	-0.957615	0.245364	-0.957731	1.262089	-0.064789	0.170094	0.071104	-0.064789	-0.045816	-0.036106	-0.064789	-0.063054	0.184267	-0.004201	-0.045816	-0.036106	-0.320330	-0.318595	-0.071274	-0.259742	-0.066250	-0.245476	0.042804	0.823238	0.415625	0.233773	0.371287	0.251041	0.530076	-0.709668	-0.676511	-0.770049	-0.770049	1.237470	-0.768120	1.445480	-0.768087	-0.769477	0.899327	0.854099	-0.769612	-0.769618	0.948631
MTR_4g020080	-0.084200	-0.059966	0.028557	0.214002	-0.319436	-1.107156	-0.175028	0.221424	-1.798634	-0.253555	0.373768	0.449481	0.482267	0.403945	0.426124	0.429061	0.473655	0.295684	0.434067	-0.492846	-0.097662	-0.204754	0.124691	0.236503	0.138021	-0.470707	-0.075523	-0.182615	0.146830	0.258642	0.138021	-0.084100	0.131428	-0.139760	-0.101058	0.228838	-0.005003	0.026494	0.087021	-0.298149	0.135764	-0.133814	-0.138315	-0.068150	0.030616	0.152576	0.222940	0.261295	0.271703	0.171038	0.124882	0.539673	-1.172101	-1.171845	0.336626	0.201412	0.437317	0.074086	0.094557	-0.169750	0.127713	0.204465	-0.331069	-0.134103	-0.025660	0.159762	0.313223	0.309546	0.730393	0.616554	0.407085	0.764634	0.574275	0.613965	0.916732	0.541624	0.330984	0.756027	0.809568	-1.216688	-1.210946	-1.221114	1.065483	-1.221731	0.818040	-1.222154	-1.222038	0.190269	-1.222154	-1.221584	-1.464706	0.294398	0.460685	0.346989	-0.114067	-0.249432	-0.298543	0.618263	0.405625	0.364288	-0.114067	-0.249432	-0.543694	0.373112	0.160474	0.119137	-0.151800	-0.272129	0.019354	0.420921	-0.125372	0.007484	-0.060124	-0.542017	0.137455	0.174756	0.282445	1.550937	1.608573	-0.507445	-0.507732	1.418748	-0.507698	-0.509088	-0.508633	-0.509551	-0.509223	-0.509229	-0.509660
MTR_4g032895	-0.109646	-0.154016	-0.086711	-0.078425	-0.075535	0.269376	-0.140857	0.077514	0.148342	-0.049372	-0.066496	0.045632	0.172255	0.173133	0.087790	-0.122813	-0.123423	0.033243	-0.224893	0.400349	0.231786	0.325400	-0.374569	-0.358072	-0.183615	0.511361	0.342798	0.436412	-0.263557	-0.247060	-0.183615	-0.138967	-0.273758	-0.042412	-0.018707	0.044780	-0.035200	-0.001921	-0.140893	-0.002107	-0.014865	0.003787	0.000433	0.013512	-0.006038	0.061737	0.137892	-0.120061	-0.253156	-0.333453	-0.179195	-0.328680	0.573032	0.938472	-0.199731	-0.032127	-0.065103	-0.076828	-0.054691	0.041383	0.113692	0.023368	-0.046922	-0.082720	-0.079876	0.162597	-0.256791	-0.185335	-0.523880	-0.596237	-0.497263	-0.525580	-0.488945	-0.516616	-0.211101	-0.280132	-0.347285	-0.327859	-0.452643	-0.762878	-0.757136	1.008758	0.943810	1.090049	0.831754	1.022900	0.418654	0.687166	0.299476	0.427118	0.670499	0.031814	0.132152	0.090537	0.125497	0.058939	0.061770	-0.322462	-0.570228	-0.462958	0.125497	0.058939	0.373620	-0.010612	-0.258378	-0.151108	-0.026768	-0.019040	0.003201	0.065122	0.023965	0.137729	-0.075902	-0.032163	0.098785	-0.073979	-0.054472	-1.057337	-1.251749	0.252265	0.668950	0.425393	0.112386	0.033148	0.540537	0.189630	0.107091	0.289438	-0.309750
MTR_4g060500	-0.284008	-0.247754	-0.286667	-0.308372	-0.116059	0.081579	-0.338044	-0.171075	-0.326060	-0.576849	-0.030114	0.278244	0.663283	0.726601	0.643202	0.034806	-0.018007	0.275302	0.296487	0.039322	0.057764	0.050414	-0.232013	-0.211975	0.053131	0.125388	0.143830	0.136480	-0.145947	-0.125909	0.053131	-0.151666	-0.088442	0.059938	-0.056259	0.106951	-0.036046	-0.028543	-0.027920	0.067152	0.052683	0.029875	0.088665	-0.089761	0.069771	-0.200159	-0.036346	-0.380691	-0.049750	-0.307642	-0.201353	-0.367188	0.656830	0.661011	-0.088222	-0.018638	0.095646	0.039017	0.052485	-0.057757	-0.311287	-0.212721	0.490262	0.013532	0.017024	-0.030555	-0.231562	-0.055087	-0.873338	-0.951934	-0.942205	-0.771723	-0.815219	-0.806020	-0.216272	-0.159410	-0.197702	-0.821564	-0.942079	0.769450	1.189291	0.308686	0.681716	0.831951	0.745746	0.553093	0.779903	0.789392	0.618775	0.516111	0.744345	0.407122	0.375356	0.379568	-0.152214	-0.224053	-0.243470	-0.113272	-0.509846	-0.287264	-0.152214	-0.224053	-0.057273	0.072925	-0.323649	-0.101067	0.128064	0.058991	-0.061966	0.255100	0.028877	0.378426	0.092109	0.153334	0.475995	-0.636090	-0.463775	-1.221415	-1.303959	0.490760	0.332737	0.419665	-0.036781	0.584235	0.250239	0.232179	0.149729	-0.054328	0.156937
MTR_4g061300	1.242761	0.854730	0.699263	0.930187	1.695568	-2.484327	-0.450550	-0.433759	-0.576141	-0.032194	0.186145	-0.295884	-0.457127	-0.492599	-0.188515	0.008136	-0.000530	-0.205169	-1.513430	-0.182935	-0.163058	-0.349762	0.912117	1.297068	0.018470	-0.838493	-0.818616	-1.005320	0.256559	0.641510	0.018470	0.792825	0.934597	0.460900	0.692060	0.555261	0.493478	0.343284	0.308832	0.475640	0.361329	0.484563	0.587196	0.633239	0.723989	-3.195221	-2.924544	0.177739	-0.345936	-0.107358	-0.255871	0.075107	-2.234780	-2.234524	1.729698	1.781067	1.414861	-0.629762	0.227202	0.511367	0.101089	0.240505	-0.450400	-0.029293	-0.250632	0.279925	0.534274	0.251168	1.270857	1.344532	1.267379	1.704932	2.006990	2.016908	-0.279658	0.487768	0.762389	1.935636	2.107676	-1.734710	-1.728968	-1.739136	-1.739634	-1.739753	-1.739328	-1.740176	-1.740060	-1.740176	1.970703	-1.739606	-3.385001	-1.705939	-1.632363	-2.319961	0.663921	0.773268	0.774689	1.560158	2.059616	1.774425	0.663921	0.773268	0.102321	0.887790	1.387248	1.102057	-0.200109	-0.166979	-0.389283	-1.275231	-1.447810	-0.295661	0.091488	-0.117112	-1.234398	0.905041	0.650643	2.652813	2.870906	-0.906546	-0.906833	-0.907260	-0.906799	-0.908189	-0.907734	2.645053	-0.908324	-0.908330	-0.908761
MTR_4g062090	0.235217	0.463037	0.451636	0.317370	0.109787	0.221229	0.243057	-0.065721	-0.184198	-0.717363	-0.115582	-0.045667	-0.240180	-0.223593	-0.250375	-0.094196	-0.041904	-0.062560	-0.111401	-0.018113	-0.076132	0.150243	0.084371	-0.028970	-0.025571	-0.114711	-0.172730	0.053645	-0.012227	-0.125568	-0.025571	0.183775	0.238956	0.141418	0.030835	-0.061743	0.143220	-0.092909	-0.070121	0.021014	-0.031007	0.100119	0.123640	0.134778	0.095400	-0.262851	-0.271798	-0.350017	-0.401656	-0.415814	-0.384177	-0.098968	0.862281	0.787044	0.027226	-0.086638	0.060717	-0.071768	-0.010805	0.067214	0.199615	0.167935	-0.352192	-0.178211	-0.104645	0.282855	-0.559106	-0.638520	-0.255968	-0.266198	-0.340667	-0.352261	-0.276264	-0.295278	-0.389089	-0.506830	-0.595823	0.104055	0.104055	-0.268194	0.186178	0.489158	0.674123	0.727104	0.523522	0.393493	0.535788	0.547020	0.310154	0.149550	0.744400	0.286960	0.348019	0.283972	-0.258748	-0.173573	-0.255423	-0.133690	-0.236705	-0.172895	-0.258748	-0.173573	-0.160637	-0.038904	-0.141919	-0.078109	0.221478	0.044952	0.101887	0.146646	-0.095394	-0.278035	-0.383166	-0.261645	0.018377	0.461563	0.442909	-0.364833	-0.413905	-0.160645	0.072637	0.240537	0.369452	0.158382	0.286329	0.128887	-0.033207	-0.146753	-0.136881
