Gene	ERX1492309	ERX1492310	ERX1492311	ERX1492312	ERX1492313	ERX1492305	ERX1492306	ERX1492307	ERX1492308	ERX1492315	SRX4673373	SRX4673372	SRX4673371	SRX4673370	SRX4673369	SRX4673368	SRX4673367	SRX4673366	SRX4673365	SRX2527436	SRX2527437	SRX2527438	SRX2527442	SRX2527443	SRX2527444	ERX1892495	ERX1892496	ERX1892497	ERX1892498	ERX1892499	ERX1892500	SRX2527536	SRX2527537	SRX2527538	SRX2527543	SRX2527544	SRX2527545	SRX2527546	SRX2527533	SRX2527534	SRX2527535	SRX2527539	SRX2527540	SRX2527541	SRX2527542	SRX4594575	SRX4594576	SRX4594577	SRX4594578	SRX4594579	SRX4594580	SRX4594581	SRX170978	SRX170979	SRX224753	SRX224754	SRX224755	SRX4594582	SRX4594583	SRX4594569	SRX4594570	SRX4594571	SRX4594572	SRX4594573	SRX4594574	SRX4594584	SRX4594585	SRX4594586	ERX2249183	ERX2249184	ERX2249185	ERX2249186	ERX2249187	ERX2249188	SRX589477	SRX589478	SRX589479	SRX996334	SRX996335	SRX170956	SRX170957	SRX170958	SRX170962	SRX170963	SRX170964	SRX170968	SRX170969	SRX170970	SRX170974	SRX170975	SRX170976	ERX945123	ERX945124	ERX945127	SRX2527433	SRX2527434	SRX2527435	SRX2527439	SRX2527440	SRX2527441	ERX1892492	ERX1892493	ERX1892494	ERX1892489	ERX1892490	ERX1892491	SRX224756	SRX224757	SRX224758	SRX589480	SRX589481	SRX589482	SRX589474	SRX589475	SRX589476	SRX996336	SRX996337	SRX996338	SRX996339	SRX170959	SRX170960	SRX170961	SRX170965	SRX170966	SRX170967	SRX170971	SRX170972	SRX170973	SRX170977
MTR_4g062130	0.134853	-0.331139	-0.169185	0.154359	0.148015	0.072326	-0.016682	-0.372762	-0.117778	-0.028376	0.227191	0.122696	-0.150681	-0.186838	-0.082610	0.201937	0.170412	0.224268	0.292162	-0.314658	-0.202792	-0.204428	0.178812	0.250904	0.202226	-0.365478	-0.253612	-0.255248	0.127992	0.200084	0.202226	0.060570	0.081237	-0.165719	0.012851	0.019189	0.091150	0.063294	0.118140	0.149429	-0.029305	0.113253	0.092099	0.058511	0.062919	-0.310647	-0.275160	0.003275	0.289786	0.386822	0.413758	0.397988	-2.169237	-0.110349	0.309716	0.251526	0.226719	0.208849	0.153659	-0.192131	-0.196191	-0.168014	0.193831	0.053715	0.006589	-0.060305	0.241797	0.182145	-0.181581	-0.203789	-0.202927	0.014074	0.218387	0.029142	0.506428	0.570686	0.487888	0.363946	0.113050	-0.068483	0.894766	-0.411697	-0.243762	0.285115	0.312157	-0.636760	-0.864282	-0.259371	-0.740921	-0.406013	-0.097029	0.091847	0.195221	0.094327	-0.245349	-0.270091	-0.382754	0.382866	0.361602	0.384803	-0.245349	-0.270091	-0.546986	0.218634	0.197370	0.220571	-0.177808	0.003313	-0.223548	0.145696	0.162758	-0.054339	0.039745	0.093726	0.313478	-0.210674	-0.181934	0.077277	0.333065	-0.069304	0.178358	-0.314278	-0.181368	-0.050831	0.246185	0.188944	0.062306	-0.555154	0.084801
MTR_4g067340	0.128870	0.122466	-0.078925	-0.198769	0.365597	-0.610955	0.004643	0.667021	0.091854	1.137935	-0.232921	-0.444341	-0.029930	-0.174110	-0.023805	-0.176855	-0.181696	-0.366075	-0.791203	0.473110	0.625290	0.534232	-0.415374	-0.426057	-0.400566	0.643686	0.795866	0.704808	-0.244798	-0.255481	-0.400566	-0.225986	-0.616964	0.207068	-0.096904	0.064273	0.079240	0.043221	-0.069361	0.000993	0.022941	-0.171104	0.127469	-0.125635	0.001159	-0.028997	-0.054357	-0.110199	0.068392	0.098194	0.077379	0.551367	0.368324	-1.635611	0.366156	0.062729	0.153267	0.080422	0.214032	-0.186141	-0.104859	-0.055955	0.052500	0.049523	-0.112981	0.063457	0.384957	0.382962	0.459407	0.365670	0.328537	0.377832	0.365014	0.490364	0.426329	0.422886	0.051162	0.438112	0.288765	-1.551134	-1.545392	-1.555560	0.299379	0.293743	0.422389	-0.327404	0.464463	0.250128	0.023423	-1.556030	-1.124359	-0.794292	-0.593459	-0.664346	0.799910	0.582527	0.754365	-0.156221	-0.125633	-0.060931	0.799910	0.582527	0.845605	-0.064981	-0.034393	0.030309	-0.091572	-0.099833	-0.132175	-0.145803	-0.307155	-0.190594	-0.050723	-0.014106	-0.016384	0.138779	0.133029	0.171440	0.290251	0.880894	0.569222	0.703713	-1.639167	-1.640557	0.906731	0.773887	-1.640692	0.452168	0.172108
MTR_4g068360	-0.082565	-0.105841	-0.044512	-0.076845	-0.109856	-0.452327	-0.112212	0.207748	-0.017315	-0.052755	0.064078	0.082278	0.188292	0.223093	0.077056	0.016646	0.042598	0.152441	-0.075943	0.237995	0.154773	0.208244	-0.260244	-0.264827	-0.055998	0.309667	0.226445	0.279916	-0.188572	-0.193155	-0.055998	-0.212679	-0.109622	0.104448	0.048335	-0.020499	-0.059056	-0.055343	0.041679	-0.060018	-0.131970	-0.147372	0.005153	-0.014831	0.117215	0.034982	0.137284	-0.306562	-0.249457	-0.362230	-0.302788	-0.367161	1.396268	0.715537	-0.178609	-0.176759	-0.168235	0.018938	0.006638	0.035428	-0.077911	0.187899	-0.170990	0.025695	-0.082023	0.056327	-0.373408	-0.328424	-0.493604	-0.697442	-0.782552	-0.589266	-0.640129	-0.666544	-0.464414	-0.346689	-0.423728	-0.352194	-0.370566	-1.004543	1.478808	0.625696	0.646834	0.715724	0.838983	-0.117585	1.000102	0.981958	0.072278	1.290696	0.876304	0.091645	0.282758	0.285684	0.127976	-0.021514	-0.107391	-0.465088	-0.651386	-0.525450	0.127976	-0.021514	0.271528	-0.086169	-0.272467	-0.146531	0.132543	0.097686	0.045986	-0.045053	0.002475	0.304090	-0.212872	-0.157293	0.081900	0.042174	-0.058000	-0.964950	-1.181832	0.308177	-0.024704	0.099600	0.478646	0.230088	0.512763	-0.515532	0.512928	0.389454	0.155361
MTR_4g068740	0.027990	0.416153	0.281339	-0.015538	-0.364283	0.020471	0.085204	-0.212687	-0.094341	-0.876453	-0.129697	-0.011144	0.263928	0.376678	0.342546	-0.048154	-0.066893	0.004886	0.114393	-0.007943	-0.030559	0.022034	0.006931	-0.104856	-0.083502	-0.012297	-0.034913	0.017680	0.002577	-0.109210	-0.083502	0.073005	0.230165	0.062522	0.174757	0.113082	-0.018507	0.020662	-0.169211	-0.055129	-0.042343	0.030230	0.010960	0.053837	0.089651	-0.147893	-0.122617	-0.512745	-0.230288	-0.279189	-0.248829	-0.464736	1.407706	0.970923	-0.213559	-0.229988	-0.199292	-0.075003	-0.130123	-0.034872	-0.034872	-0.083127	0.357997	0.068528	0.090600	-0.159127	-0.619026	-0.606341	-0.868397	-0.996111	-0.868902	-0.974807	-0.994605	-0.942331	-0.518129	-0.605825	-0.683509	-0.925391	-0.958124	-0.039195	0.588495	1.286588	1.225841	1.335411	1.156902	0.885704	1.224518	1.121585	0.874562	0.901093	1.442845	0.535593	0.626322	0.570493	-0.411408	-0.287646	-0.292950	-0.452270	-0.562321	-0.469607	-0.411408	-0.287646	-0.016048	-0.175368	-0.285419	-0.192705	0.192923	0.198337	0.208568	0.123878	-0.054170	0.202121	-0.195393	-0.075254	0.269773	-0.080714	-0.120532	-1.735011	-1.723688	0.388358	0.527672	0.423316	0.618170	0.533750	0.197108	0.444485	0.190354	-0.133884	0.269366
MTR_4g081540	-0.205041	-0.006410	-0.048496	-0.091473	-0.051005	-0.266764	-0.395764	-0.163336	-0.374156	0.023902	0.418744	0.101049	0.130747	0.121325	0.108553	0.316464	0.293286	0.088374	0.256587	0.017509	-0.002725	0.047893	-0.135237	-0.184027	-0.100424	0.021583	0.001349	0.051967	-0.131163	-0.179953	-0.100424	0.290175	0.146888	0.056297	0.037388	0.013544	0.112214	0.051771	-0.058371	-0.057753	-0.138829	-0.059736	0.017147	0.120478	0.078026	-0.114144	-0.058032	-0.128783	-0.264327	-0.195441	-0.273153	-0.314225	0.827622	0.298530	0.044382	0.061367	-0.055970	-0.047686	-0.028009	-0.159367	0.088911	0.151325	-0.005173	-0.027045	-0.095798	0.122843	-0.597108	-0.485135	-0.444015	-0.491913	-0.440363	-0.292820	-0.393248	-0.361241	-0.286208	-0.542587	-0.549528	-0.250010	-0.262573	0.676827	1.058720	0.794795	0.746154	0.801765	0.576694	-0.220237	0.248398	0.340295	0.535295	-0.161957	-0.038055	0.413177	0.438921	0.424571	-0.121433	-0.108372	-0.136458	-0.044937	-0.342510	-0.255104	-0.121433	-0.108372	-0.209017	-0.117496	-0.415069	-0.327663	0.264361	0.347221	0.234350	0.294178	-0.070866	0.054349	-0.218689	-0.175161	0.121394	0.144768	0.073338	-0.530908	-0.657462	0.235160	0.325398	0.430961	0.289519	0.116721	0.234046	-0.050849	0.490899	-0.131389	-0.752095
MTR_4g087250	-0.195165	-0.357747	-0.381633	-0.197825	-0.476108	-0.092522	0.340672	0.768387	0.721620	-0.124936	-0.180078	0.201196	0.099779	0.010037	-0.036476	-0.078259	-0.083590	0.062650	0.260793	0.048814	-0.087927	0.000145	-0.157569	-0.064257	0.130219	0.156286	0.019545	0.107617	-0.050097	0.043215	0.130219	-0.263730	-0.273278	-0.260678	-0.279805	-0.303653	-0.242729	-0.347814	-0.212252	-0.296764	-0.182266	-0.236137	-0.073639	-0.307490	-0.314952	1.428898	1.629275	0.940908	0.748726	0.821990	0.817081	0.617721	-0.207797	-1.541782	-0.777973	-0.658159	-0.760712	0.165697	0.229969	-0.162063	-0.196755	-0.006215	-0.030631	-0.107000	-0.148503	0.255503	0.965461	0.953458	-0.273640	-0.397042	-0.670368	-0.465654	-0.377315	-0.394870	-0.267523	-0.224007	-0.218552	-0.441543	-0.482750	-1.347124	1.608354	0.425350	0.265168	0.105274	0.739409	0.536796	0.163802	0.124173	-0.373727	0.046862	0.519118	0.148956	0.109102	0.091766	-0.144346	-0.108248	-0.198235	0.077503	-0.152503	-0.090521	-0.144346	-0.108248	-0.083591	0.192147	-0.037859	0.024123	-0.239049	-0.036056	-0.062449	0.098145	0.144585	0.216607	-0.091365	-0.040894	0.066962	-0.119387	-0.031922	-0.070309	-0.225958	0.873125	-1.077825	0.664073	0.645124	0.364450	0.539795	-1.079644	0.283292	-1.079322	0.163196
MTR_4g100760	-0.339000	-0.222401	-0.192754	-0.086982	-0.194652	0.396057	0.269162	0.731762	0.845681	0.840034	-0.155494	-0.114975	-0.364794	-0.439787	-0.350086	-0.264941	-0.173560	-0.183262	-0.103538	0.016881	-0.029571	0.047585	0.035382	0.033261	0.025408	0.055669	0.009217	0.086373	0.074170	0.072049	0.025408	-0.126617	-0.221674	-0.151219	0.036212	-0.126085	-0.287901	-0.136104	-0.206216	-0.214638	-0.145141	-0.135937	0.038463	-0.114044	-0.306700	0.706457	1.042851	0.568676	0.687454	0.649640	0.624726	0.618088	-0.221259	-1.635516	-0.374756	-0.432916	-0.484139	0.207999	0.262780	-0.225545	-0.268495	-0.101400	0.124659	-0.212964	-0.100720	0.313684	0.879252	1.000012	-0.613667	-0.307118	-0.561880	-0.123034	-0.065264	-0.076956	0.103490	-0.048477	-0.090273	-0.732460	-0.630263	0.373921	0.879445	0.154858	-0.013796	0.073513	0.430985	-0.459195	-0.506096	0.384816	-0.466060	0.414239	0.196251	0.103483	-0.132072	0.116880	-0.143795	-0.063432	0.002551	-0.010432	0.153085	-0.015297	-0.143795	-0.063432	0.024752	0.011769	0.175286	0.006904	-0.319431	-0.184739	-0.340797	0.286433	0.339826	0.386782	0.164202	0.006028	0.188971	-0.390775	-0.355205	-0.465346	-0.364482	0.807873	0.117012	-1.615223	0.548723	0.371358	0.697090	-0.293052	-0.179932	0.655410	-0.279434
MTR_4g102230	-0.652682	-0.604916	-0.673662	-0.300701	-0.902678	0.505785	1.066352	0.888777	0.981015	-0.099112	0.007525	0.134057	-0.145406	-0.164038	-0.129941	0.018624	0.080786	-0.009788	0.580025	-0.014546	-0.118059	-0.283287	-0.109382	-0.054748	0.137727	0.037238	-0.066275	-0.231503	-0.057598	-0.002964	0.137727	-0.103467	0.149113	-0.402553	-0.332320	-0.170950	-0.358294	-0.288062	-0.497423	-0.390688	-0.150643	-0.428922	-0.371105	-0.276313	-0.094774	1.860836	1.901213	0.816641	0.963702	1.087315	1.081888	0.892890	-0.973839	-0.982667	-1.006650	-1.005327	-0.873951	0.083308	0.094429	-0.127197	-0.046414	-0.064608	0.060483	-0.020812	0.128317	-0.107506	1.148426	1.162612	0.322280	0.246178	0.232807	-0.238921	-0.088715	0.044432	-0.328026	-0.530741	-0.102883	0.090461	0.169288	-2.470966	-2.465224	0.541647	0.345569	0.676117	0.342570	-0.517784	0.680044	0.412056	-0.284625	0.613391	0.778082	0.217885	0.403021	0.391787	-0.276871	-0.386136	-0.210713	0.024609	-0.176554	-0.102106	-0.276871	-0.386136	-0.245835	-0.010513	-0.211676	-0.137228	-0.158026	0.258869	0.175656	0.162362	0.166392	-0.157554	-0.248130	0.013983	-0.094742	0.300517	0.185924	0.033562	-0.118509	0.506533	0.538486	0.016896	-0.037063	-0.132277	-0.135082	0.012063	-0.268768	-0.417987	0.002150
MTR_4g106970	-0.853143	-0.281557	-0.330118	-1.040442	-0.792007	1.606869	1.729242	1.104223	1.616822	1.331067	-0.289898	-0.342039	-0.815424	-0.785119	-0.785119	-0.325910	-0.534539	-0.212909	0.416550	0.055009	-0.132754	-0.084690	-0.162833	-0.091283	-0.088665	0.358876	0.171113	0.219177	0.141034	0.212584	-0.088665	-0.459214	-0.466239	-0.286911	-0.223178	-0.420698	-0.544818	-0.469546	-0.550048	-0.588391	-0.641215	-0.457203	-0.601505	-0.524203	-0.622020	3.009301	2.920430	1.693592	1.317039	1.476633	1.314729	1.231071	-0.441277	-2.626094	-1.366063	-1.214728	-1.384900	0.030398	-0.007734	-0.028315	-0.052349	0.052945	0.005057	0.052324	-0.064180	0.011855	2.094718	2.023254	0.073207	0.150841	0.003782	0.055846	0.406590	0.335127	-0.048831	0.350499	0.572901	-0.579612	-0.660735	-1.604450	-1.598708	0.362768	0.751466	0.020492	0.637081	0.314600	0.127411	-0.568978	-1.609916	-1.609346	0.521819	-0.578587	-0.314008	-0.612176	-0.088077	0.193898	0.182251	-0.063636	0.426986	0.225710	-0.088077	0.193898	0.001324	-0.244563	0.246059	0.044783	-0.184387	-0.227865	-0.258467	0.148629	0.474485	0.561978	0.428350	0.389389	0.066463	-0.825958	-0.620224	-0.859112	-0.871243	0.743615	0.176018	-0.151398	0.457051	0.123474	-0.059850	0.353288	0.093111	-0.225191	0.220234
MTR_4g116350	-1.093369	-1.196334	-1.227362	-1.209909	-1.069488	2.524437	2.424675	3.163551	2.730022	2.733690	-1.246448	-0.883303	-0.980866	-0.828386	-0.926580	-0.978283	-1.112812	-0.823243	0.321029	-0.049436	0.063358	-0.070645	-0.180476	-0.083832	0.221269	0.002507	0.115301	-0.018702	-0.128533	-0.031889	0.221269	-0.190613	-0.190613	-0.778895	-0.719324	-0.717822	-0.715029	-0.778895	-0.778895	-0.660729	-0.610921	-0.595685	-0.631902	-0.641606	-0.610358	4.239227	4.000831	2.671450	2.403358	2.548725	2.364719	2.401442	-2.477847	-2.477591	-2.478086	-2.478086	-2.478086	0.503251	0.520689	-0.461336	-0.383209	-0.322285	0.142891	-0.034390	-0.141370	0.175760	4.072029	4.014479	-0.193827	-0.479372	-0.449670	-0.566905	-0.187995	-0.320327	-0.279045	-0.077981	0.147934	-0.611984	-0.696766	-0.691300	-0.685558	-0.695726	-0.696224	-0.696343	-0.695918	-0.696766	0.836570	-0.696766	-0.696766	1.044227	-0.193443	-0.193443	-0.193443	0.087176	0.014685	-0.023586	-0.040200	0.412901	0.056069	0.082182	0.014685	-0.023586	-0.139748	0.313353	-0.043479	-0.017366	-0.292991	-0.225094	-0.249126	0.489454	0.164997	0.242504	0.210673	0.129621	0.188284	-0.399965	-0.371116	-0.174070	-0.174070	-0.171855	-0.172142	-0.172569	-0.172108	-0.173498	-0.173043	-0.173961	1.905029	-0.173639	-0.174070
MTR_4g124090	0.072317	0.514244	0.531234	0.115077	-0.196946	0.018312	-0.032232	-0.544220	-0.036322	-0.664387	0.018814	0.119453	-0.058519	0.065136	-0.019380	0.087856	0.038805	-0.029243	-0.196604	0.041772	0.071075	0.108522	0.087089	-0.111853	-0.223434	0.015587	0.044890	0.082337	0.060904	-0.138038	-0.223434	0.234552	0.146640	0.292874	0.186498	0.124711	0.171429	0.033076	-0.091580	0.019051	0.031557	0.118986	0.136216	0.158068	0.006532	-0.616187	-0.571236	-0.134218	-0.172186	-0.104532	-0.077669	-0.044843	-0.012406	-0.398054	0.270761	0.388006	0.285139	-0.135465	-0.060618	0.101483	0.028522	0.021172	0.044907	-0.086180	0.031040	0.055140	0.147023	0.089424	0.208773	0.250167	0.199430	0.372109	0.327154	0.348917	0.082534	0.205121	0.026853	0.759449	0.612669	-1.552009	-1.546267	0.354524	0.290796	0.183032	0.082170	0.021224	0.038039	0.146212	-0.090435	-1.556905	-0.363650	0.109617	0.100091	0.001069	0.139087	0.103175	0.059184	-0.284959	-0.047936	-0.057941	0.139087	0.103175	0.191793	-0.152350	0.084673	0.074668	0.223110	-0.046630	0.053635	-0.268660	-0.160238	-0.144739	-0.239497	-0.343427	-0.116347	0.449736	0.394275	0.374624	0.311292	-0.193011	0.447373	0.495443	-0.108902	-0.133255	-0.064321	-0.558731	-0.116327	0.092764	-0.546946
MTR_4g134400	0.715109	0.002449	0.180276	0.581736	0.465935	0.364660	-0.212093	0.160782	-0.574109	1.256720	-0.470448	-0.224517	-0.347206	-0.384583	-0.502359	-0.524984	-0.432795	-0.054575	-0.318595	-0.070287	0.013990	-0.106910	0.272498	0.209307	0.721475	-0.340237	-0.255960	-0.376860	0.002548	-0.060643	0.721475	-0.191501	-0.220297	-0.302707	-0.442294	-0.310939	-0.021774	0.061931	-0.114173	0.334711	0.253069	0.272299	-0.007860	0.211849	-0.129854	0.433949	-0.238206	0.834526	-0.209680	-0.403306	-0.245785	-0.150549	0.803220	-0.975911	0.314052	-0.094291	0.127722	-0.029513	0.097482	-0.081320	-0.026210	-0.009143	0.048702	0.178072	0.144538	-0.322609	-0.375401	-0.084470	0.118136	-0.540201	-0.309031	-0.524349	-0.408329	-0.648837	0.285129	-0.030460	-0.306538	-0.648837	-0.087729	-0.643371	-0.637629	-0.647797	1.521046	1.569543	1.009534	-0.648837	-0.648721	1.724905	-0.648837	1.611088	-1.009449	0.290490	-0.263445	0.133336	-0.338817	-0.091247	0.041249	0.898254	0.257161	0.512529	-0.338817	-0.091247	0.097234	0.954239	0.313146	0.568514	-0.400678	-0.436179	-0.445134	-0.182031	-0.469112	-0.077201	0.173498	0.458694	0.018828	-0.286911	-0.286911	-1.376954	-1.265607	-1.374739	-1.375026	0.436504	0.936133	0.384832	1.281090	0.284326	1.102324	0.489873	0.477244
MTR_5g006320	-1.617518	-1.434942	-1.843249	-1.399425	-1.022023	1.660291	1.645737	2.002255	1.785077	2.335948	-0.141844	-0.138934	-0.355478	-0.490344	-0.425239	-0.197927	-0.160268	-0.202118	1.006754	-0.191801	-0.580759	-0.502564	0.101481	0.166890	0.406309	-0.096547	-0.485505	-0.407310	0.196735	0.262144	0.406309	-0.113302	-0.168834	-0.077535	-0.432624	-0.588135	-0.707096	-0.175418	-0.755537	-0.618290	-0.486775	-0.662771	-0.259504	-0.730498	-0.731545	3.130548	3.095176	1.492831	1.462594	1.479364	1.417307	1.161278	-0.997078	-0.476240	-2.173090	-1.669942	-1.697027	0.196314	0.125141	-0.144371	-0.112856	-0.174691	0.110464	0.044776	0.051618	-0.096394	2.152864	2.115614	0.303637	0.236857	0.216997	0.312814	0.278862	0.270278	0.083394	0.718344	0.795169	-1.866309	-1.675038	-0.327515	-2.861709	-0.598958	-0.154618	-0.603626	0.522873	-0.490311	0.246691	0.293329	0.269306	-0.238939	-0.106003	0.040448	0.104496	-0.021454	-0.225347	-0.072804	-0.329702	0.133683	0.586217	0.188622	-0.225347	-0.072804	-0.946167	-0.482782	-0.030248	-0.427843	-0.037599	-0.044854	-0.033316	0.587235	1.415577	0.886690	1.058321	1.114333	0.288891	-1.691258	-1.656978	-1.389680	-1.373264	0.539281	0.296044	-2.326073	0.268562	0.697204	0.389850	0.039382	1.080071	0.898824	0.879797
MTR_5g006660	0.212797	0.111139	-0.130323	0.041145	-0.125470	0.149084	0.231905	0.210375	-0.035981	-0.570334	-0.053022	-0.091779	0.049659	0.038128	0.046787	0.043287	-0.105052	-0.022343	-0.156781	-0.014711	0.000649	0.019153	0.121040	0.030648	-0.116005	-0.031931	-0.016571	0.001933	0.103820	0.013428	-0.116005	0.081581	0.079753	0.150375	0.137496	0.025614	0.133656	-0.189102	-0.134727	-0.078043	-0.220098	-0.112642	-0.183215	0.054860	-0.157337	0.273091	0.300065	-0.156095	-0.082029	-0.026602	-0.086945	-0.046388	0.558594	0.370423	-0.094624	-0.220150	-0.216188	-0.021815	-0.002556	-0.051611	0.013139	-0.069281	0.132124	-0.018856	0.063609	-0.044753	-0.143632	-0.107607	-0.649569	-0.481925	-0.443795	-0.379704	-0.525299	-0.533743	-0.471000	-0.603729	-0.567200	0.393685	0.299756	-2.119143	0.960498	0.553626	0.819835	0.783304	0.646025	0.461147	0.735480	0.683747	0.627734	0.061509	0.864195	0.020960	-0.088799	-0.009146	-0.067034	-0.123136	-0.085125	-0.200528	-0.051900	-0.069320	-0.067034	-0.123136	-0.041133	-0.156536	-0.007908	-0.025328	0.282335	0.141433	0.182915	-0.089986	-0.285792	-0.150943	-0.404706	-0.290502	-0.207066	0.556927	0.496289	-0.263710	-0.287177	0.019954	0.116132	0.228381	0.002547	0.138112	0.260333	-0.070501	-0.092519	0.148363	-0.199913
MTR_5g013975	-0.265786	-0.672054	-0.764623	-0.272910	0.009553	0.581454	0.026585	0.920165	0.668713	1.293548	-0.297681	-0.195222	-0.078711	-0.106773	-0.157468	-0.271535	-0.343449	-0.073811	-0.094000	0.462556	0.266010	0.382536	-0.659310	-0.357790	-0.079950	0.704657	0.508111	0.624637	-0.417209	-0.115689	-0.079950	-0.598120	-0.546487	-0.245252	-0.324951	-0.055735	-0.216814	-0.258482	0.072617	-0.050665	-0.032041	-0.098503	-0.171737	-0.096862	-0.197416	0.772311	0.903526	0.505751	0.344243	0.101470	0.241707	0.434100	-0.169593	-0.206798	-0.517706	-0.367621	-0.365549	0.262773	0.291390	-0.064585	-0.152474	-0.081577	-0.255525	-0.125839	-0.184730	0.310569	0.639964	0.646961	-0.031919	0.054806	-0.234999	0.091352	0.227050	0.088486	-3.757545	0.364849	0.601369	-0.786743	-0.747264	1.725944	2.166379	1.669434	-0.084216	-0.385661	-0.021057	-0.432774	-0.224783	-0.161048	-0.875720	-0.532866	-0.673520	-0.287950	-0.654598	-0.255323	0.426634	0.501063	0.294685	-0.004511	-0.117505	-0.156675	0.426634	0.501063	0.739535	0.440339	0.327345	0.288175	-0.227404	0.131713	-0.123220	-2.625538	1.049053	1.146093	1.114721	0.862467	-2.595522	-0.373039	-0.154721	-0.674396	-0.490148	-0.737609	1.987539	0.848246	-0.457068	-0.175201	0.290502	-0.281664	0.041822	-0.005647	-0.346379
MTR_5g018580	-1.045067	-0.395861	-0.502998	-0.793916	-0.818722	0.939659	0.771899	0.611746	0.810904	0.911775	-0.089967	-0.054224	-0.088913	-0.004382	-0.053390	0.013881	-0.101042	-0.111390	-0.348896	-0.105898	-0.153370	-0.220811	0.457210	0.371766	-0.339549	-0.140367	-0.187839	-0.255280	0.422741	0.337297	-0.339549	0.310580	0.191967	0.257849	-0.048688	-0.259084	0.008544	-0.025119	-0.358646	-0.357492	-0.295117	-0.175895	-0.164035	-0.091187	-0.084955	0.907122	0.686701	0.417229	-0.119034	-0.022262	-0.228223	-0.231350	0.976090	0.914195	-0.642458	-0.408008	-0.656181	0.669121	0.675086	-0.727748	-0.844038	-0.731939	0.959520	-0.352846	-0.237250	0.590096	0.896123	0.910725	-1.993628	-2.199435	-1.866090	-1.976040	-2.039237	-2.091655	0.228040	-0.429850	-0.322693	0.090726	0.015610	0.945621	0.620693	1.276396	1.061332	1.094702	1.134605	0.845621	0.927305	1.139917	0.697783	1.033426	2.004085	-0.019893	0.138349	-0.171564	-0.225311	-0.351001	-0.377623	-1.007410	0.520841	0.065835	-0.225311	-0.351001	-0.582923	-1.212710	0.315541	-0.139465	0.049306	0.046767	0.376894	0.935426	0.211166	0.140573	-0.121097	-0.182279	0.086721	0.033104	0.042979	-0.836974	-0.878472	0.225068	0.247286	-0.142853	0.460181	0.374137	0.524139	-0.079058	0.271260	-0.009375	-0.155345
MTR_5g019910	0.112565	0.039077	-0.298278	0.007767	0.134847	0.321465	-0.046737	-0.206440	-0.175811	-0.259869	-0.009335	0.217637	0.064814	0.090870	0.052016	-0.115530	-0.032026	0.102973	-0.094864	0.119947	0.022646	0.086098	-0.066418	-0.067407	-0.129538	0.188748	0.091447	0.154899	0.002383	0.001394	-0.129538	-0.119847	-0.059950	0.055607	0.057522	0.086627	0.097133	0.068515	-0.137918	0.123816	-0.049040	0.036207	-0.041646	0.047100	-0.027039	-0.072973	-0.243907	-0.053001	-0.129112	-0.186723	-0.183779	-0.247003	0.539485	0.012898	0.037945	0.111927	0.097360	-0.152303	-0.115654	0.053750	0.042012	0.081955	0.090239	-0.017334	0.034668	-0.017334	-0.291188	-0.343067	-0.366834	-0.361463	-0.511174	-0.217572	-0.362119	-0.324457	-0.435154	-0.054979	0.050562	-0.077008	-0.044154	0.399738	-1.871654	0.414293	0.548440	0.671268	0.806413	0.249718	0.840899	0.463884	0.513716	0.301883	0.017978	0.019013	-0.132729	-0.167221	0.060767	0.154495	0.096000	-0.179462	-0.069335	-0.014772	0.060767	0.154495	0.272247	-0.003215	0.106912	0.161475	-0.024343	0.003257	-0.005511	-0.541474	0.030652	0.240346	0.073713	0.025064	-0.256569	-0.028850	-0.053705	-0.640078	-0.620843	0.183434	-0.264987	0.468901	0.473972	-0.068266	-0.356899	0.441807	0.117361	-0.062689	0.328287
MTR_5g020640	-1.066189	-0.918296	-0.857323	-0.613050	-1.180597	0.794511	1.163082	1.281572	1.396514	0.344204	-0.026007	0.000783	-0.104354	-0.071578	-0.156793	-0.024761	0.063669	-0.025385	1.070366	-0.291603	-0.511581	-0.246744	-0.057486	0.037047	0.014067	-0.415226	-0.635204	-0.370367	-0.181109	-0.086576	0.014067	0.863273	0.797074	-0.576394	-0.622632	-0.407947	-0.359336	-0.565949	-0.440648	-0.224902	-0.282496	-0.435947	-0.336235	-0.323321	-0.445898	2.505690	2.516011	1.972085	1.981878	2.024457	1.950663	1.961505	-2.627955	-2.611722	-1.557145	-1.626778	-1.466987	0.065715	0.069127	-0.039111	-0.063917	-0.019158	-0.012654	-0.021899	0.002304	0.019595	2.877691	2.894982	0.703113	0.952619	0.775366	0.802918	0.963509	0.955113	0.580821	0.473094	0.430332	0.424985	0.467028	1.088010	-0.258986	-1.341562	-1.071654	-0.991100	-0.970496	-1.002561	-3.268838	-0.892735	-1.323263	-3.268384	-1.271213	0.501778	0.563255	0.404888	-0.050464	0.020403	-0.149891	0.121783	0.039893	-0.150366	-0.050464	0.020403	-0.500439	-0.228765	-0.310655	-0.500914	-0.169608	-0.147367	-0.075163	1.035278	0.897632	0.048593	-0.099253	-0.055181	0.200909	0.029953	-0.125021	1.125555	0.924391	0.208838	-0.628731	-0.188787	-0.203751	-0.163494	-0.591785	-0.237859	0.252187	-0.643307	0.146743
