Gene	SRX1424036	SRX1424267	SRX1424268	SRX2598543	SRX2598544	SRX2598541	SRX2598542	SRX1424219	SRX1424220	SRX1424269	SRX2720583	SRX2776092	SRX2776093	SRX2776090	SRX2776091	SRX2776096	SRX2776097	SRX2776094	SRX2776095	SRX2776100	SRX2776101	SRX2776098	SRX2776099	SRX2776104	SRX1484758	SRX1508232	SRX1508229	SRX1508230	SRX1618258	SRX2273224	SRX2273225	SRX3055214	SRX3055215	SRX3085993	SRX3086005	SRX3055212	SRX2448850	SRX2448851	SRX2448852	SRX2448847	SRX1436234	SRX1484754	SRX1484755	SRX2273218	SRX2273219	SRX2273221	SRX2776403	SRX2776298	SRX2776299	SRX1424044	SRX1424007	SRX1424275	SRX1424271	SRX1618253	SRX1618262	SRX2273205	SRX2448849	SRX2273222	SRX2273223	SRX3025838	SRX3025839	SRX3025841	SRX3025834	SRX3025835	SRX3025836	SRX528785	SRX528781	SRX691228	SRX734441	SRX734435	SRX734443	SRX734438	SRX734448	SRX1618255	SRX1618256	SRX1618261	SRX1740212	SRX1740215	SRX1742536	SRX1742537	SRX1899050	SRX1983462	SRX1983463	SRX2162091	SRX2162092	SRX1484759	SRX1484756	SRX1484757	SRX1484760	SRX1484761	SRX1508231	ERX2120651	ERX2120652	ERX2120653	ERX2120654	SRX1423970	SRX1424255	SRX1424256	SRX1424207	SRX1424208	SRX1423991	SRX1423992	SRX1424043	SRX3025831	SRX3025832	SRX3025833	SRX3055211	SRX100749	SRX100755	SRX100741	SRX100757	SRX100745	SRX100743	SRX263041	SRX332136	SRX332134	SRX332135	SRX330497	SRX348612	SRX348613	SRX348614	SRX348615	SRX348616	SRX348617	SRX348618	SRX348619	SRX348620	SRX507920	SRX507921	SRX507923	SRX507924	SRX507927	SRX507926	SRX691229	SRX528780	SRX528788	SRX2273204	SRX734449	SRX734447	SRX734444	SRX736209	SRX736213	SRX736214	SRX736216	SRX736221	SRX736222	SRX736223	SRX736224	SRX736225	SRX736226	SRX736227	SRX736228	SRX831140	SRX831141	SRX831137	SRX831138	SRX831134	SRX831135	SRX844621	SRX844622	SRX844623	SRX844624	SRX844799	SRX844800	SRX844801	SRX844802	SRX844809	SRX844810	SRX844811	SRX844812	SRX971538	SRX971539	SRX971540	SRX971541	SRX978730	SRX978732	SRX978715	SRX978716	SRX978717	SRX978709	SRX978710	SRX978703	SRX978705	SRX978700	SRX978702	SRX978718	SRX978719	SRX978724	SRX978725	SRX978726	SRX978727	SRX978728	SRX978729	SRX978706	SRX978708	SRX978712	SRX978714	SRX997480	SRX997481	SRX997484	SRX997485	SRX997482	SRX997483	SRX1399001	SRX1424223	SRX1424224	SRX1424239	SRX1424240	SRX1424017	SRX1424018	SRX1423969	SRX507922	SRX507925	SRX2458147	SRX2481506	SRX2582228	SRX2582229	SRX2776105	SRX2776102	SRX2776103	SRX2776402	SRX2776376	SRX2776377	SRX2776316	SRX2776317	SRX3055213	ERX2120656	ERX2120657	ERX2120659	ERX2120660	ERX2120661	ERX2120662	ERX2120663	SRX100747	SRX100746	SRX100753	SRX100754	SRX100756	SRX1424222	SRX1424274	SRX528786	SRX528787	SRX1544234	SRX2598545	SRX2598546	SRX1424272	SRX1436232	SRX3085985	SRX3794513	SRX3794515	ERX1220896	ERX1220903	ERX1220902	ERX2120647	ERX2120648	ERX2120650	SRX2448848	SRX2458146	SRX3055216	SRX3055208	SRX3055210	SRX3070792	SRX3070793	SRX3070790	SRX3070791	SRX3070786	SRX3070787	SRX3070788	SRX3085975	SRX3085982	SRX1424008	SRX1424229	SRX1424230	SRX1424029	SRX1424030	SRX1424280	SRX1424270	SRX1424221	SRX3085977	SRX1618254	SRX1618260	SRX1618251	SRX1618252	SRX1618259	SRX1618257	SRX2582224	SRX2582225	SRX2673889	SRX2720589	SRX2720597	SRX2720575	SRX2582226	SRX2582227	SRX2273206	SRX2273207	SRX2273209	SRX2273210	SRX2273197	SRX2273198	SRX2273212	SRX1424047	SRX1424048	SRX1424015	SRX1424016	SRX1424237	SRX1424238	SRX1424049	SRX1424050	SRX1424019	SRX1424020	SRX1423971	SRX1423972	SRX1424257	SRX1424258	SRX1424209	SRX1424210	SRX1423983	SRX1423984	SRX1423950	SRX1423951	SRX1424037	SRX1424038	SRX1423985	SRX1423986	SRX1424039	SRX1424040	SRX1423953	SRX1423954	SRX1424005	SRX1424006	SRX2673890	SRX2720585	SRX2720586	SRX2720587	SRX3085991	SRX3085988	SRX3085994	SRX3086007	SRX3085979	SRX3085990	SRX3086008	SRX3085978	SRX3085996	SRX3086002	SRX1424281	SRX1424245	SRX1424246	SRX1423999	SRX1424000	SRX1423981	SRX1423982	SRX1424035	SRX2776400	SRX2776401	SRX2776088	SRX2776089	SRX2776086	SRX2776087	SRX3025837	SRX3085984	SRX3086001	SRX3085976	SRX3085983	SRX3086000	SRX3085989	SRX3085995	SRX3086006	SRX3085986	SRX3085992	SRX3085997	SRX3085974	SRX3085981	SRX3085998	SRX3384751	SRX3384849	SRX3461190	SRX3461191	SRX3461189	SRX3461186	SRX3461187	SRX3461196	SRX3461197	SRX3461194	SRX3461195	SRX3461192	SRX3461199	SRX3794505	SRX3794510	SRX3794511	SRX3794508	SRX3794509	SRX3085999	SRX3085987	SRX2162090	SRX2273215	SRX2273216	SRX2273231	SRX2273200	SRX2273201	SRX2273203	SRX2776368	SRX2776369	SRX2776416	SRX2776417
Os01g0121800	0.204689	-0.281562	0.049309	0.192315	0.263496	-0.245039	-0.183205	-0.180567	0.067085	0.113482	0.241489	0.176748	-0.082274	0.121029	0.040494	-0.166296	-0.132571	0.239519	-0.273803	-0.033489	-0.024992	-0.024509	-0.083347	0.001998	-0.253849	-0.112504	-0.008675	-0.022079	0.197691	-0.050212	-0.104212	0.336391	0.456919	-0.181894	-0.257577	0.000000	-0.047068	0.258021	0.186524	-0.397476	0.212285	-0.058813	-0.033942	-0.061068	-0.073927	0.177201	-0.300954	0.021795	0.117424	0.037386	-0.044700	0.403035	0.231428	-0.135218	-0.092702	-0.386670	-0.012559	0.010343	-0.027844	-0.193492	-0.214859	0.137519	0.068720	0.143550	0.076066	0.059083	0.214976	0.237661	-0.016199	0.055387	0.047372	-0.344206	-0.254072	-0.283265	-0.201537	-0.155859	0.116256	-0.067246	-0.542521	-0.508156	0.018910	0.596982	0.583662	0.263437	0.179334	-0.033340	-0.103519	0.091742	-0.104589	-0.020627	0.170334	-0.426631	-0.501047	0.452825	0.474853	0.284728	-0.223063	-0.164863	0.103199	0.253648	-0.302235	-0.145760	0.194349	0.012519	0.098705	-0.028761	-0.082463	0.567159	0.847762	0.044754	-0.170123	0.322264	0.483731	-0.312853	0.668933	-0.062004	0.589984	0.080444	-0.026570	-0.122027	0.446450	-1.411016	-1.133296	-0.924216	-0.888814	0.044595	-0.157387	0.540565	0.543950	0.027711	0.031511	0.224354	0.375106	-0.211670	-0.121950	-0.297349	0.000000	-0.548246	-0.255755	-0.054360	-0.199624	0.303795	0.224577	-0.209451	-0.257764	-0.204846	0.356759	0.274391	0.195935	-0.168237	-0.338305	-0.385879	0.232661	0.021624	-0.439828	-0.235083	-0.261092	0.070339	0.352991	0.228735	-0.388006	-0.456027	0.352991	0.228735	-0.388006	-0.456027	0.352991	0.228735	-0.388006	-0.456027	0.127673	-0.503844	0.320216	-0.172719	-0.214681	-0.332828	-0.027058	0.112071	0.026428	0.084754	0.015308	0.020140	0.062096	0.151750	-0.005591	-0.442467	0.120128	0.011817	0.013636	0.055316	-0.232439	0.170360	-0.040098	-0.214223	-0.030372	-0.184367	0.395624	0.155405	0.201573	0.182680	0.219616	0.131134	-0.039433	0.304704	-0.374148	0.436499	0.371024	0.382632	0.344109	0.525207	0.537649	0.095947	-0.095947	0.113240	-0.315105	0.236144	-0.005733	-0.218759	0.091694	-0.050077	0.148597	-0.163499	0.105937	0.117073	-0.059510	0.000000	-0.247523	-0.340969	-0.639679	-0.420395	-0.475718	-0.004864	0.087494	0.808535	0.306234	0.583616	0.110523	0.232748	-0.094011	0.094011	-0.049749	0.049749	0.000000	0.016054	-0.016054	0.516358	-0.403024	-0.113333	-0.032167	0.179331	0.244880	0.558462	0.642175	0.767350	-0.282923	-0.465417	-0.128183	-0.046966	0.395844	0.532140	0.687694	-0.188477	-0.426743	-0.243082	-0.255482	-0.518895	-0.492198	-0.687283	-0.100414	-0.139649	-0.033445	0.037010	-0.363569	0.172209	0.300693	-0.112900	0.110548	-0.110548	0.000000	0.140838	0.155506	-0.226968	-0.282912	-0.175965	0.389501	-0.005459	-0.009363	0.184531	-0.125908	0.073315	-0.117116	0.032101	-0.032101	-0.220894	-0.077668	0.268540	0.213134	-0.014977	-0.136182	-0.031951	-0.051698	-0.137294	-0.008861	0.131894	-0.213491	-0.125074	-0.073931	-0.079455	0.019805	0.085310	0.382637	0.518038	-0.328932	0.104294	0.496659	0.283441	0.016723	-0.083857	-0.463476	-0.056731	-0.027570	0.129352	0.098194	0.192667	0.211357	0.076533	-0.286150	-0.058844	-0.157152	0.096302	-0.045649	-0.082265	-0.261474	-0.301315	0.056686	0.265373	-0.204916	0.380169	-0.488087	-0.099470	0.026787	0.042656	0.118055	-0.097257	-0.113977	0.170813	-0.070145	0.013647	-0.125494	-0.016276	0.100088	0.041347	-0.028344	-0.059151	-0.132706	-0.034604	0.227944	-0.033301	0.060159	-0.125222	0.119487	-0.104934	-0.139468	-0.308632	0.065457	-0.114987	-0.048146	0.155455	0.035115	-0.028191	0.255902	-0.148913	0.050533	-0.062167	-0.607930	-0.012032	0.066892	0.289197	-0.551140	-0.552217	0.182243	0.077023	-0.371513	0.100601	-0.019008	-0.271453	0.232788	0.344616	0.508627	0.377471	0.604532	0.132386	-0.132386	0.374924	0.275490	-0.056373	0.098158	-0.293046	-0.183027	-0.051497	0.153524	0.002758	-0.005947	-0.314962
Os01g0127400	0.498039	0.920244	0.301810	-0.682792	-0.930654	-0.091880	-0.014767	0.273453	-0.026983	-0.246470	-0.525912	-0.512480	-0.060377	-0.400596	-0.213590	-0.143764	0.172838	0.130924	0.114498	0.172521	0.657686	0.456597	0.333172	-0.181510	0.067104	0.070530	-0.181954	-0.001870	-0.093121	0.296006	0.334818	-0.990693	-1.015852	0.625576	0.889452	0.000000	0.126598	-0.191345	0.094765	-0.030018	-0.464840	-0.528832	-0.289794	0.343703	-0.197047	-0.290219	0.616947	0.593707	0.216375	0.096395	0.391448	0.176281	0.119964	-0.294008	-0.024500	0.545865	-1.011447	0.660312	0.647921	-0.533428	-0.372189	-0.119397	-0.033856	-0.010036	-0.239329	-0.241102	-0.209222	-0.598360	0.953639	-0.055138	-0.053988	0.002133	0.202035	0.352491	0.517267	0.177593	-0.723507	-0.738329	1.049567	1.188743	0.733801	-0.643619	-0.726262	-0.662004	-0.525746	0.245908	-0.102145	0.405601	-0.253454	-0.029174	-0.266734	0.123464	0.199716	-0.227275	-0.095906	0.129233	-0.202136	-0.030904	0.103808	0.238338	0.177558	-0.269292	-0.146605	0.280176	0.120883	-0.039046	-0.362013	-0.488135	-0.907006	1.322496	1.294228	-0.130993	-0.152410	-0.551470	-0.032970	-0.450650	-0.536084	-0.573931	0.161025	0.271838	0.026922	-0.278798	-0.417861	-0.898457	0.333416	0.646296	0.716242	0.109817	0.011562	0.524912	-0.101794	-0.201715	0.035738	-0.100532	0.339988	0.028315	0.000000	-0.337108	-0.176981	0.106240	-0.184333	-0.965244	-0.995483	-0.047430	0.022501	0.073838	-0.926495	-0.951019	-0.961920	0.035210	-0.065000	0.035819	-0.392412	-0.661667	-0.885873	-0.927963	-0.793660	-0.335793	0.232082	-0.169800	0.012281	-0.114757	0.232082	-0.169800	0.012281	-0.114757	0.232082	-0.169800	0.012281	-0.114757	0.050211	-0.272777	0.162463	-0.116090	0.710556	1.103054	0.340371	0.361137	0.483031	0.030919	0.097198	0.438662	-0.025756	0.092433	0.063947	1.122104	0.213408	0.252262	0.339034	-0.020406	0.450344	-0.096252	-0.048890	0.652280	0.343811	0.275794	-0.279424	0.115342	-0.098206	-0.200041	-0.274873	0.014628	-0.258309	-1.002304	0.495481	0.856550	0.869103	0.660900	0.462518	0.544323	0.546816	0.296482	-0.296482	-1.011713	-0.037873	-0.655640	-0.497413	0.628325	0.292501	0.685273	0.596542	-0.135032	-0.054602	0.133004	0.056629	0.000000	0.796424	0.726511	0.862016	0.218224	0.325499	0.585874	0.488939	-1.169774	-0.620568	-0.236321	-0.788538	-1.188284	0.278839	-0.278839	0.134548	-0.134548	0.000000	0.003307	-0.003307	-0.519015	0.382733	0.136282	-0.990923	-0.907205	-0.565672	-0.916209	-0.833904	-0.744167	1.206614	1.056485	-0.737994	-0.380676	-0.501078	-0.448131	-0.502150	-0.142055	-0.082207	0.235704	0.430270	0.998792	1.075353	1.022134	0.807757	0.919263	-0.024978	0.176636	0.414123	0.031437	-0.282848	-0.314370	-0.282485	0.282485	0.000000	0.160521	-0.095234	-0.201225	-0.298829	-0.050745	0.485513	-0.456907	-0.293484	-0.885089	0.550950	0.630926	0.453605	-0.003791	0.003791	0.167914	0.142726	-0.054972	-0.340171	-0.082964	-0.121257	0.288724	-0.112459	-0.268449	0.055596	0.041663	0.582625	0.515409	-0.273107	-0.247536	0.042496	0.235547	0.188779	0.056335	0.019350	0.023511	0.046391	0.196650	0.181576	0.222654	0.123475	0.094300	-0.084225	-0.216671	0.198532	0.524111	-0.550964	-0.410295	0.280941	0.116285	0.243972	0.204352	-1.556978	-0.218006	-0.053939	-0.201920	-0.426137	-0.362932	-0.368480	-0.395154	0.518479	0.497185	0.564688	0.018592	-0.001617	-0.044626	-0.366742	0.126541	0.116743	0.061690	0.284087	-0.176719	-0.002102	-0.043497	0.220905	0.465255	-0.118047	0.195713	0.440255	0.109282	-1.313363	0.890137	0.739452	0.791173	0.887793	0.766578	0.052041	-0.765551	0.439875	-0.294584	-0.452538	0.096519	0.712879	0.850859	0.573102	-0.642975	0.507398	-0.433196	-0.328012	-0.451251	0.622976	0.939163	0.169386	0.141919	0.103873	-0.012532	-0.100612	0.158904	-1.219341	-1.262758	-1.269838	-1.179827	-1.031022	-0.105608	0.105608	0.111750	-0.625670	-0.387681	0.224566	-0.005505	-0.189284	0.197501	0.019930	0.233557	-0.085025	0.505857
Os01g0143900	-0.610203	-0.612516	-0.600877	0.841629	0.745938	0.120696	0.115334	-0.123255	-0.052457	0.175711	-1.859733	-2.753246	1.018443	0.587691	0.791684	0.716879	0.477076	-0.002358	0.534112	0.123622	-0.179711	0.173041	0.058637	0.313862	0.494675	0.513313	0.535736	-0.081795	-1.008468	-1.537845	-1.721396	0.825656	1.207383	0.297569	0.475177	0.000000	-0.310326	-0.163316	-0.268947	0.742590	0.097645	0.797476	0.529920	-0.961158	-1.146897	-1.311515	0.935873	0.508440	0.550220	1.155232	0.733737	0.617724	-0.181467	-0.514872	-0.327552	-1.553754	0.070950	-2.067605	-1.881164	0.525874	0.590725	0.395709	0.983146	0.679186	0.774129	0.702573	0.943398	1.151197	-1.291509	-0.018741	-0.104013	-0.935518	-0.447390	-0.792004	-0.837286	-0.874336	0.994873	1.373822	-1.089239	-0.866022	-0.002237	-1.439411	1.996937	1.139005	0.395898	0.316555	-0.803907	-0.366551	0.251165	0.347545	0.255192	0.369716	0.154853	-0.229137	-0.295432	0.251021	-0.259741	0.053356	-0.044637	-0.580527	0.267691	0.391527	-0.078691	0.936876	1.052429	0.931067	-2.920371	-0.103330	1.470089	0.213130	-0.041107	-0.935086	1.675361	2.206038	1.977202	0.128842	0.471884	0.262423	-1.530355	-1.906906	-1.905435	-0.417737	-0.568734	-1.135336	-0.597049	-0.923166	-0.676291	0.798300	0.748278	0.788980	-0.357327	-0.963609	-1.049692	0.991295	0.706104	0.673227	0.000000	0.173773	0.238818	0.616530	0.524607	1.490361	1.652950	0.381685	0.282064	0.269295	2.180124	2.273953	2.239576	0.312743	0.462271	0.265603	0.619861	1.051829	1.021894	0.959814	0.245007	-0.007542	-1.007965	-0.954408	-1.350563	-1.469246	-1.007965	-0.954408	-1.350563	-1.469246	-1.007965	-0.954408	-1.350563	-1.469246	0.579263	0.768164	0.794353	0.558623	-0.579862	-0.721258	-0.866980	-0.115344	-0.367728	-0.348299	-0.115795	-0.720059	-0.097930	-0.047386	0.521273	-1.151680	-0.314093	-0.435500	-0.788313	0.056109	-0.303204	0.325638	-0.006266	-0.987653	-0.311768	-1.121014	0.488978	-0.297833	-0.730565	-0.540710	-0.425727	0.225519	0.151136	1.296249	0.146531	0.263696	-0.093174	0.063799	0.547268	0.994977	0.797903	-0.402634	0.402634	2.535275	-0.789092	-1.109362	-1.521883	0.813833	0.335553	-0.396438	0.132117	0.316285	0.138654	-0.356228	-0.098710	0.000000	-0.429802	-0.828443	-0.173534	-0.333521	-0.495272	-0.599363	-0.791113	0.227307	-0.227424	-1.371472	2.533043	2.489596	-0.075744	0.075744	-0.203340	0.203340	0.000000	-0.038860	0.038860	0.440757	-1.284401	0.843643	1.008242	1.041790	0.515251	0.701926	0.675909	0.567651	-2.110395	-1.669642	-0.585070	1.442279	-0.089251	0.439613	0.626886	-0.033587	-0.153498	-0.956122	-0.526127	0.128055	-0.145853	-0.272982	-0.233375	-0.371704	0.306975	-0.273320	0.167034	0.292815	-0.269242	-0.224261	0.035593	-0.035593	0.000000	0.510416	0.247320	-0.732931	-0.366142	0.275113	0.066224	1.336107	1.291920	1.673707	-1.690852	-1.696209	-0.914672	0.057638	-0.057637	0.056558	-0.223833	0.275009	-0.351046	0.032441	0.018530	0.192338	0.084582	0.105701	0.321903	0.154461	0.142323	-0.300357	0.453661	-0.091654	0.164940	0.257158	0.256285	0.549003	-0.048990	-0.222920	-0.729313	-0.489811	0.724091	0.739307	0.608729	0.634425	-0.195894	0.202505	0.648356	0.589873	0.018601	0.539573	0.471805	0.112616	-0.175660	0.198816	0.190031	-2.207146	-1.812011	-1.894998	0.174761	0.289566	0.328934	0.130872	-0.453127	-0.376155	-0.058975	0.057634	-0.011487	-0.082027	0.242225	-0.912777	-0.191646	0.609464	0.145366	0.273290	0.045828	-0.211753	0.218172	-0.176375	-0.104254	0.063664	0.051672	-0.530572	0.477691	-0.048987	0.102698	-0.639352	-0.605334	-1.060675	0.176839	0.095297	0.449042	0.223711	-0.257854	0.042488	0.229062	0.064614	0.081246	0.414962	-1.049328	-0.513475	-0.590851	-1.865312	-0.118690	-0.136074	0.368695	0.324622	-0.310266	0.137914	0.014345	-0.537557	1.637172	1.068392	0.658323	1.411780	0.232548	0.114447	-0.114448	-1.366501	-0.090050	-0.501087	-0.206185	-0.258649	-1.429617	-1.182501	1.213094	1.685133	1.113743	1.022622
Os01g0167900	-0.840386	-0.499945	-0.904466	0.874751	0.940412	0.182300	0.247333	-0.696770	0.438286	0.258484	0.152522	0.336232	-0.159832	0.313999	0.177834	-0.840714	0.210201	-0.109733	-0.471090	0.079088	0.040557	-0.009808	-0.024169	0.304910	0.371190	-0.032009	0.733344	0.169093	-0.585617	-0.829487	-0.802339	0.603662	0.540268	0.073977	-0.242081	0.000000	0.349374	0.391895	0.183009	-0.924278	-0.587908	0.427691	0.608204	-0.863058	-0.691577	-1.021309	0.467312	0.742555	0.918090	-0.080321	-0.061840	0.218517	0.581871	-0.714391	-0.592775	-0.905020	1.553955	-1.091897	-1.100720	0.654921	0.495918	0.221259	0.136702	0.228608	0.455208	1.016239	0.767519	0.782212	-0.607726	-0.285218	-0.343822	-0.620373	-0.708832	-0.860289	-0.889190	-0.658761	0.713867	0.057849	-0.828268	-0.853653	-0.310879	0.274555	1.563411	0.506160	1.285197	-0.479367	0.440682	0.337245	-0.407906	0.017811	0.091537	0.029294	-0.063966	-0.184812	0.219485	-0.456156	0.445712	0.503603	-0.493160	-0.018446	-0.424519	0.252070	0.190897	0.212960	0.259545	-0.090145	-0.382361	0.747278	-0.228471	-1.126832	-1.349603	1.358804	-0.239516	-0.370060	-0.636506	0.136486	2.445505	-0.413756	0.627633	0.365452	0.477727	0.046781	0.237134	-0.311969	0.055038	-0.011485	-0.028826	-0.326431	-0.281854	-1.172540	-0.072282	-0.224282	0.003119	0.065383	0.019240	0.208820	0.000000	-0.381750	-0.379941	0.174685	-0.195443	0.815406	0.847027	0.580302	0.498458	0.327484	1.029169	1.005872	0.909753	0.512801	0.279495	0.372585	0.936501	0.649367	0.909030	1.003589	0.533983	0.928646	0.083376	-0.009412	-0.466272	-0.563629	0.083376	-0.009412	-0.466272	-0.563629	0.083376	-0.009412	-0.466272	-0.563629	-0.650083	-0.468068	-0.475430	0.080428	-0.317041	-0.199847	-0.297087	-0.325716	-0.399350	-0.453758	-0.329779	-0.394580	-0.551540	-0.382962	-0.359672	-0.501020	-0.487662	-0.397697	-0.051742	-0.216192	-0.276272	-0.184883	-0.371976	-0.360730	-0.288417	-0.442510	-0.495277	-0.392008	-0.401464	-0.646890	-0.246731	-0.341812	-0.454931	1.274792	-0.603977	0.742752	0.697783	0.623371	0.591295	0.349250	-0.081785	-0.050416	0.050416	-0.192713	-0.731454	0.310345	0.152237	-0.431279	0.442000	-0.395110	0.845977	0.069357	0.514625	-0.285119	-0.298864	0.000000	-0.329748	-0.386622	-0.430066	-0.448386	-0.543508	-0.498042	-0.524449	1.130787	0.243567	1.925575	-0.193826	0.054717	-0.215053	0.215053	-0.172540	0.172540	0.000000	0.009505	-0.009505	0.552389	-0.278586	-0.273802	1.025082	0.939298	0.842701	1.011470	0.948905	0.726859	-0.720456	-0.668135	-0.255952	-0.088151	0.281503	0.293294	0.260127	-0.547089	-0.471196	-0.637438	-0.693585	-0.635353	-0.473830	-0.642201	-0.224264	-0.271583	0.145539	-0.137193	-0.231575	-0.069194	-0.125743	0.418168	0.002827	-0.002826	0.000000	-0.017808	-0.070439	-0.181756	0.052879	0.260226	-0.043102	-0.465822	-0.446609	0.292342	0.339474	0.047700	0.232915	-0.003161	0.003161	-0.146739	0.014820	0.037336	0.114244	0.007689	-0.010964	-0.016386	0.202254	-0.092568	-0.239916	0.151298	-0.519576	0.087873	-0.025396	-0.492228	0.424905	0.083457	-0.362020	-0.593597	0.128748	0.345359	-0.476738	-0.216317	-0.387488	-0.235557	-0.207351	-0.134302	0.395274	0.106595	-0.253021	-0.091020	0.392596	-0.128930	-0.382130	-0.156299	0.166659	-0.260333	0.946418	0.727677	0.628636	0.467049	-0.041150	-0.004084	-0.300424	-0.107327	0.131215	0.105500	-0.121197	0.106741	0.130129	0.100598	0.646005	0.179585	-0.015752	-0.012301	-0.226621	-0.433208	-0.124111	-0.013593	-0.264133	-0.097554	-0.005440	-0.000845	-0.070897	0.358504	0.080366	-0.706490	-0.400639	-0.588521	-0.735877	-0.853187	-0.804544	-0.821319	-0.498159	-0.856449	-0.778456	-0.715411	-0.438346	-0.650480	-0.511643	-0.790850	-0.541718	0.641083	0.797577	0.701637	-0.203274	-0.146814	0.894715	1.016003	0.503428	0.781567	0.755904	0.848752	0.374621	0.754662	0.960576	0.738821	1.272836	0.063379	-0.063379	0.362035	-0.522880	-0.639956	-0.694843	-0.853600	-0.560621	-0.743241	0.737728	0.850105	1.175501	0.889775
Os01g0168800	-0.915505	-0.972193	-0.922674	1.211309	1.103297	0.275075	0.220693	-0.087221	0.107557	-0.020336	-2.039327	-2.034935	0.846702	0.503368	0.562657	0.208460	0.375168	0.213495	0.070735	0.336874	0.069203	0.138548	0.242209	0.506846	0.980723	-0.770383	0.870758	-0.625174	-1.010484	-1.538339	-1.681610	0.961502	1.104561	0.828741	0.879704	0.000000	0.066344	-0.492537	-0.532434	0.958626	-0.256185	1.151635	0.866875	-1.634528	-1.210192	-1.454271	0.747549	0.890159	0.898958	0.334094	0.577131	0.472264	0.461201	-0.473209	-0.294274	-1.213109	0.135904	-1.851682	-1.897611	0.969328	0.777546	0.602809	0.557088	0.397905	0.444616	1.492344	1.835947	1.943414	-1.170556	-1.303558	-1.252514	-0.759542	-0.785532	-1.214347	-1.532927	-1.259988	1.615969	0.701139	-1.136153	-1.034140	0.155667	-1.055794	2.236133	1.796556	0.727887	0.456877	-0.185932	-0.818636	0.146345	0.168201	0.233143	0.033907	-0.048779	0.062196	-0.047324	-0.012573	-0.050401	0.262332	-0.199358	-0.200606	-0.089997	-0.186883	0.477487	0.566445	0.707001	0.615239	-1.888683	0.963452	-0.503487	-0.363338	-0.447352	1.601558	2.357699	2.114909	3.069872	-1.065170	-1.065696	-1.064242	-1.065214	-1.065422	-0.722944	-1.064005	-1.060731	-1.053092	-1.048335	-1.047843	-1.053084	1.865491	2.376257	-0.659277	-0.287076	-2.648205	-0.279654	1.118568	0.956126	1.140243	0.000000	0.038018	-0.242928	-0.383853	-0.490137	2.312686	2.265608	0.468820	0.331008	0.434383	2.172826	2.180002	2.231186	0.547851	0.599147	0.566705	-0.303142	0.308802	0.482521	0.390332	0.747198	0.611905	-0.584590	-0.851762	-0.530825	-0.652199	-0.584590	-0.851762	-0.530825	-0.652199	-0.584590	-0.851762	-0.530825	-0.652199	-0.363473	1.004677	-0.324783	0.572778	-0.256248	0.086177	-0.399252	-0.395092	-0.872104	-0.286503	-0.456758	-0.325083	-0.365852	-0.349249	-0.556274	0.021924	-0.293994	-0.165655	-0.245228	-0.531377	-0.070093	-0.295977	-0.368739	-0.104264	-0.314774	-0.152778	-0.377200	-0.385604	-0.208984	-0.279371	-0.251064	-0.786895	-0.661873	0.348409	-0.777081	0.238996	0.200449	0.308047	0.548828	0.654778	-0.174259	-0.025340	0.025340	0.726297	-1.293540	0.153208	-0.363646	0.464916	0.349469	-0.417669	0.380962	0.301966	0.146129	-0.182124	-0.265971	0.000000	-0.146061	0.138310	-0.008298	0.033963	0.061354	-0.248347	-0.229639	2.323873	0.052998	-0.941975	-0.523630	-0.512543	-0.032061	0.032061	-0.217476	0.217476	0.000000	-0.023946	0.023946	-0.315525	-0.417538	0.733062	1.574230	1.582307	1.589437	1.785890	1.614284	2.149246	-1.377831	-1.693117	-0.050533	0.236622	-0.451779	-0.801222	-0.648976	-0.488775	-0.432913	-1.467509	-1.610474	-0.618139	-1.022000	-1.019725	0.634722	0.516249	0.063139	-0.601957	0.149256	0.544860	-0.215369	0.060069	-0.002896	0.002897	0.000000	-0.147949	-0.029280	-0.136212	-0.128973	0.420209	0.022204	0.163653	0.127072	3.091972	-1.125320	-1.130677	-1.126698	0.092072	-0.092072	-0.081502	-0.097599	0.016233	0.109490	0.091560	-0.092693	0.054512	0.613272	-0.014026	-0.040425	0.416155	-0.668856	-0.218664	0.504044	-0.167432	0.109867	0.482093	-0.373721	-0.258270	0.101200	0.178638	0.383597	-0.034899	-0.163684	0.134752	0.472737	0.120516	0.386120	0.132758	-0.198944	0.354412	0.091951	-0.155444	0.507920	-0.012086	0.183682	0.058313	2.513925	-1.812852	-1.814051	-1.812600	-0.138638	-0.507947	-0.310859	-0.502859	0.136819	0.042765	0.170671	0.255680	0.453742	0.400626	-0.085596	-0.271078	-0.094255	0.022677	0.043571	-0.311762	0.004744	0.691697	0.111541	-0.055710	-0.246017	-0.065692	0.013923	-0.384079	0.626036	0.425505	0.486542	0.113549	0.295341	0.185582	0.187514	0.231647	-0.017174	0.223937	0.231087	-0.060613	0.280473	0.263590	0.268354	0.582546	-1.969194	-0.872579	-0.670971	-1.368954	-1.067516	-1.246717	-1.225919	-1.048791	-0.926517	-0.971870	-1.260658	-0.422252	0.052933	2.434539	2.246242	2.530022	2.090315	0.225769	-0.225770	-0.609675	-0.681491	-0.838921	-0.760723	-0.692893	-0.712031	-0.897569	1.457220	1.376484	1.287108	1.072493
