Gene	SRX1795751	SRX1796285	SRX2035609	SRX2189162	SRX2484777	SRX4011393	SRX4157398	SRX4157409	SRX4157410	SRX4157405	SRX2768411	SRX2484776	SRX4016859	SRX4016856	SRX1744455	SRX1796275	SRX1796284	SRX1795746	SRX1796281	SRX1795738	SRX1796276	SRX1795741	SRX1796278	SRX1795641	SRX1796253	SRX1795652	SRX1796256	SRX1796749	SRX1795744	SRX1796280	SRX2730746	SRX2730755	SRX2730716	SRX2730725	SRX3873889	SRX1795803	SRX1795973	SRX2536512	SRX2536513	SRX1796755	SRX1795980	SRX1796758	SRX2337210	ERX2329593	SRX1796257	SRX3114805	SRX3114806	SRX3114802	SRX3744340	SRX1745570	SRX1745572	SRX1745574	SRX2699448	SRX2699449	ERX1041912	SRX3277240	SRX3277241	SRX3277267	SRX3277268	SRX3277276	SRX3277277	SRX3277261	SRX3277262	SRX3277288	SRX3277289	SRX3418716	SRX1289320	SRX1289321	SRX1289322	SRX1795648	SRX1796254	SRX1795639	SRX1796252	SRX4016857	SRX1795967	SRX1796750	SRX4120124	SRX1426067	SRX2589015	SRX2589016	SRX2024354	SRX2024355	SRX2730691	SRX1796735	SRX1795837	SRX1796740	SRX1795861	SRX1796741	SRX1795871	SRX1796742	SRX1795883	SRX1796743	SRX1795938	SRX1795955	SRX1796746	SRX737115	SRX737116	SRX3744339	SRX3004702	SRX1796042	SRX1796764	SRX1796767	SRX1796085	SRX1796768	SRX3960746	SRX1796752	SRX3417309	SRX3417314	SRX3417315	SRX1795653	SRX1796282	SRX1795756	SRX3033214	SRX3452745	SRX3033222	SRX4157401	SRX1206672	SRX1444664	SRX1708373	SRX1708374	SRX1708376	SRX1708377	SRX1759169	SRX1759170	SRX1795720	SRX1796260	SRX1868564	SRX1868565	SRX1868712	SRX1868714	SRX1868715	SRX1868716	SRX1868704	SRX1868705	SRX1868707	SRX2035608	SRX2189163	SRX2189173	SRX2229898	SRX2348512	SRX2662874	SRX2662875	SRX2699444	SRX2699445	SRX3029009	SRX3029011	SRX3029003	SRX3029005	SRX4079875	SRX4079891	SRX4277150	SRX4277153	SRX3646723	SRX4157393	SRX4157394	SRX2325943	ERX1796989	SRX1796153	SRX1796771	SRX1795769	SRX1796717	SRX1795814	SRX3452639	SRX2484773	SRX2484774	SRX3515319	SRX3515320	SRX2536506	SRX2536507	SRX3331771	SRX3331772	SRX1796162	SRX1796772	ERX2244582	ERX2244583	SRX4124184	SRX4124185	SRX2764299	SRX1795958	SRX1796748	SRX1795952	SRX1796744	SRX1795953	SRX1796745	SRX2536503	SRX2536504	SRX3242710	SRX3242712	SRX3331759	SRX3331760	SRX1796178	SRX1796773	SRX1796183	SRX3412545	SRX3455458	SRX3455459	SRX2024351	SRX2024352	SRX2977307	SRX2977314	SRX3125678	SRX4113062	SRX4016858	SRX1795740	SRX1796277	SRX1796279	SRX1795748	SRX1795791	SRX1796734	SRX4139401	SRX2764303	SRX2764304	SRX4124200	SRX2699446	SRX2699447	SRX4080143	SRX4080144	SRX1686920	SRX1686921	SRX3070812	SRX1796756	SRX1795997	SRX1796759	SRX1796018	SRX1796762	SRX2337209	ERX2329594	ERX2329599	ERX2329600	SRX1795783	SRX1796733	SRX2768410	SRX4011394	SRX4011391	SRX4011392	SRX3096197	SRX1796146	SRX1796770	ERX1818963	ERX1818964	SRX2481978	SRX3960744	SRX3418715	SRX2606297	SRX3004695	SRX3004696	SRX3645633	SRX3004701	SRX1796053	SRX1796765	SRX1796738	SRX3455460	SRX4120125	SRX1420897	SRX1420898	SRX1744454	SRX1795749	SRX1796283	SRX1795734	SRX1795956	SRX1796747	SRX1426061	SRX2883290	SRX1426066	SRX4080140	SRX2536528	SRX1796739	SRX1795852	SRX2730700	SRX2730748	SRX2730718	SRX2730727	SRX2362394	SRX2362388	SRX1795996	SRX1796761	SRX1796004	SRX2536527	SRX1795729	SRX1796262	SRX3455461	SRX1796754	SRX2417179	SRX2417180	SRX1796757	SRX1795994	SRX1796760	SRX3070813	SRX1795961	SRX1795742	SRX3004707	SRX3004708	SRX1289323	SRX3733838	SRX3733839	SRX3733848	SRX1796188	SRX1796776	SRX1796199	SRX1796779	SRX1796196	SRX1796778	SRX1796193	SRX1796777	SRX3452746	SRX3033215	SRX3277249	SRX3277255	SRX3445261	SRX3347495	SRX3033216	SRX3033221	SRX4157402	SRX4157397	SRX3744335	SRX3744336	SRX2730689	SRX2730698	SRX1206681	SRX1206677	SRX1444665	SRX1444662	SRX1796718	SRX1795824	SRX1796737	DRX111935	SRX1796775	SRX3412555	SRX1444663	SRX1444666	SRX3412575	SRX3412576	SRX1796774	SRX1796187	SRX3277256	SRX1444667	SRX1444668	SRX4157406	SRX3418718	SRX3412556	SRX3412566	SRX4080141	SRX3008341	SRX1648375	SRX2170066	SRX2170067	SRX1744451	SRX1744452	SRX3114804	SRX3114809	SRX3008342	SRX2549220	SRX2549221	SRX2549226	SRX2764300	SRX3445260	SRX1795976	ERX1796988	SRX3114807	SRX3457848	SRX3457849	SRX3452638	SRX3242711	SRX3114803	SRX1796736	SRX3242709	SRX3033213	SRX1796751	SRX1795972	SRX3277282	SRX3277283	SRX2549227	SRX3418717	ERX1041911	SRX3873888	SRX1993726	SRX1993727	SRX1796769	SRX1796089	SRX2325945	SRX1795762	SRX1796716	SRX1795774	SRX2325947	SRX3646724	SRX3114808	SRX3741749	SRX4080146	SRX4080147	SRX3733849	SRX1796766	SRX1796073	SRX1426060	SRX1796286	SRX1795750	SRX1796065	SRX1795998	SRX1796763	SRX1796030	SRX1795974	SRX1796753	SRX1795987	SRX1745576
AT1G01900	-0.031721	0.031721	-0.570001	0.238822	-0.130085	0.461264	-0.070940	0.277570	-0.001499	-0.205130	0.077446	-0.077445	-0.074066	-0.112028	-0.564215	0.411674	-1.184358	-0.761209	-0.891530	0.729502	0.675420	0.862808	0.908006	0.147287	0.293524	-0.234009	-0.206800	0.000000	-0.027430	0.027430	-0.710838	-0.509885	0.691296	0.529426	0.288815	-0.288815	1.578981	-1.549647	-1.628388	-0.254531	1.606534	0.247053	0.004871	-0.004871	-0.237294	0.337294	0.010088	-0.110087	0.361028	-0.050660	-0.097996	-0.212372	0.084261	-0.084261	-0.694093	-0.308566	-0.275931	0.720441	0.421659	0.676080	0.476933	-0.478721	-0.650965	0.374152	0.470314	0.386261	-0.204190	-0.323316	-0.590062	0.478714	0.181029	-0.504681	-0.155063	0.139325	-0.238652	0.792301	-0.692975	0.590555	1.441282	-1.112480	-1.215391	0.554829	-0.258792	-0.551285	0.551286	-0.458106	-0.373164	-0.064499	-0.131028	0.362648	0.261287	0.377310	0.408241	-0.111136	-0.271550	0.525795	-0.424009	-0.101785	0.416218	-0.310046	-0.311760	-0.268697	-0.274430	-0.497981	1.246699	0.000000	0.128386	-0.253032	-0.003254	0.127899	0.386999	-0.386999	0.459558	-0.272570	0.593939	-0.766605	0.015397	-0.321745	1.039063	1.097423	0.845209	0.935692	0.633298	0.435940	-0.286656	-0.221322	-0.334424	-0.419522	0.506778	0.403504	0.232994	0.611204	1.354137	1.751377	1.330129	-1.440008	0.033789	-0.351866	-0.940387	0.058348	0.013141	-0.841638	-0.422659	-0.861155	0.782881	0.014292	0.259745	0.396305	-0.444004	-0.437304	0.514647	0.290489	-0.738286	-0.906990	-0.886028	0.065446	0.057712	-0.524817	-0.480020	0.053663	-0.344190	-0.878645	0.823423	0.747217	0.632201	3.470720	3.434733	-0.284679	-0.665867	-0.718057	-0.313105	-0.576325	-0.801689	-0.311375	-0.310663	-0.948803	-0.508189	2.249312	-0.290135	-0.282510	-0.171691	-0.190316	-0.332911	-0.233511	-0.505255	-0.550163	-0.976679	-0.919122	-1.529863	-1.124550	-0.985657	-1.155851	-0.810707	0.237518	-0.475956	-0.559600	-1.529673	0.064987	-0.361690	0.015627	0.608496	0.836842	0.260566	0.961571	0.966968	1.046633	-0.865096	0.269636	0.048920	-1.233321	-0.100834	-0.173122	-1.066556	-0.685375	-0.480266	-1.075393	-1.150517	-0.527663	-0.677080	0.307050	0.827735	-0.373858	-0.386923	-0.218137	-0.255942	0.948389	-0.765425	0.769318	0.132770	0.281220	0.093264	-0.835371	-0.235427	0.853713	0.781884	0.598617	1.177250	1.015014	0.303801	0.424795	1.217335	-0.468460	0.573703	0.304408	0.607063	0.206060	2.746389	-0.257180	-1.101874	-1.152031	0.636013	-0.636013	-0.631695	1.394309	1.384571	-0.050158	-1.205585	-1.376606	0.485161	-0.133307	0.133307	0.894901	-0.448538	-0.446364	0.000000	0.000000	-0.031506	0.031505	0.048321	-0.975750	-1.085101	0.354841	0.843197	0.814492	1.221015	-0.554753	-0.431875	-0.234387	-0.036282	0.036282	-1.589267	1.589268	-0.058891	0.058891	0.588952	0.250676	-0.839628	-0.639033	0.639032	0.000000	-0.096880	0.096880	-0.034868	-0.010371	0.073427	-0.028187	0.352105	0.219108	0.069171	0.063004	-0.131807	-0.177635	-0.135396	-0.258553	-0.248192	0.248191	0.007338	0.129283	-0.018995	-0.117626	-0.115319	0.115319	0.207405	-0.207405	0.141360	-0.006024	0.065707	-0.201044	-0.005917	0.005916	-0.165463	0.467160	-1.194812	-0.479409	-0.593918	1.671845	-0.194372	0.488968	-0.217482	0.166751	-0.089680	0.140412	-0.264030	0.264030	-0.589305	0.529436	0.059868	-1.454180	-0.138310	0.201839	1.390651	-1.153007	1.153008	0.000000	0.528771	-0.837272	0.349728	0.271976	-0.133863	-0.179339	0.662047	-0.767584	-0.682878	0.788416	0.952659	-0.952658	0.000000	0.000000	-0.451311	0.332589	0.163173	-0.044452	-0.745128	0.745127	-0.458735	0.458735	0.000000	0.045471	-0.045472	0.129401	-0.129401	0.830807	0.195362	-1.026170	0.000000	-0.188425	0.188425	0.121399	-0.121399	0.447567	0.311737	-0.431993	-0.327311	0.442591	-0.442591	0.571670	-0.667629	0.056507	0.039453	0.000000	-0.088101	0.088100	0.000000	-0.186132	0.186132	0.000000	-1.099848	-0.456848	-0.640809	0.998691	0.886163	0.312649	0.000000
AT1G01940	0.071255	-0.071255	-0.090784	-0.397640	-0.166357	0.654781	0.134281	-0.179205	0.225365	-0.180442	-0.297463	0.297463	-0.065800	-0.116816	0.250461	0.025837	-0.125272	-0.057664	-0.115798	0.070382	0.204911	0.011265	-0.081505	0.500143	0.287660	-0.279855	-0.507949	0.000000	0.008719	-0.008719	0.226623	0.277813	-0.232260	-0.272175	0.027232	-0.027232	-0.215375	0.526986	0.596420	-0.307272	-0.294667	-0.306092	-0.123297	0.123297	0.279303	0.068828	0.015744	-0.363877	0.019943	0.037504	-0.054033	-0.003412	0.143029	-0.143029	0.748163	0.208810	0.143248	-0.102080	-0.136400	-0.190860	-0.037705	0.284044	0.047303	-0.135938	-0.250273	0.099381	-0.070311	-0.225133	-0.382250	-0.086921	-0.040347	0.116258	0.011008	-0.463519	-0.244299	0.372643	0.335176	-0.005701	-0.353043	0.802624	0.613126	-0.523833	-0.533172	-0.148592	0.148592	0.116014	-0.136231	-0.115509	-0.217753	-0.213224	-0.269780	-0.029485	-0.013060	0.449440	0.429592	0.273910	-0.257470	-0.016440	0.079863	-0.169883	-0.291880	0.027448	0.088649	0.137295	0.128508	0.000000	-0.032525	-0.206512	0.019583	0.219455	-0.043192	0.043191	-0.573585	0.318983	-0.761310	0.361774	0.772666	0.217780	0.062409	-0.126159	-0.577894	-0.043766	-0.024079	-0.016406	0.358203	0.245230	-0.488468	-0.507472	-0.311571	-0.666442	-0.362615	-0.576193	-0.137870	-0.611983	-0.356064	0.207117	-0.040915	-0.251869	-0.155435	-0.327468	-0.134893	0.478807	0.585602	0.715973	-0.189719	-0.299938	0.082870	-0.162224	0.143838	-0.051794	-0.460426	0.202012	0.029294	0.456931	0.638960	-0.236097	-0.097715	0.160728	0.062606	0.179977	0.361543	0.397802	-0.296519	-0.383834	-0.163437	0.095698	0.231747	-0.723304	0.398303	0.229136	0.260761	0.526174	0.434048	-0.310207	-0.326800	-0.060813	-0.582578	0.593507	0.429849	0.608125	-0.230177	-0.242283	0.559015	0.521090	0.357531	0.339876	-0.296519	-0.083865	0.487057	0.464965	0.935586	1.263075	0.122939	-0.134028	-2.119831	2.999966	0.640603	1.861199	-0.410394	-0.552520	-0.047112	0.246548	-0.277668	-0.127557	-0.259919	-0.394211	-0.236262	-0.454681	-0.498235	0.105280	0.645566	0.504438	-0.023892	0.613402	0.612544	-0.156805	-0.249822	-0.859301	-0.613460	0.441695	-0.610344	-0.637065	-0.664161	-0.710863	-0.705229	-0.414690	-0.154563	-0.557249	-0.547946	-0.294449	-0.398647	-0.537684	0.967530	1.689222	1.659560	-0.050845	-0.280398	-0.242809	-0.449569	-0.562792	0.502574	-2.112335	-0.343916	-0.425101	-0.605616	0.449796	-0.052839	0.414462	0.344146	0.427344	-1.609979	1.609978	0.539449	-0.068756	-0.167276	0.389813	-0.429790	-0.537586	0.274147	0.138138	-0.138138	-0.172750	0.048934	0.123817	0.000000	0.000000	0.014786	-0.014786	-0.226048	0.326628	-0.184073	-0.156816	0.034976	0.205334	0.047482	-0.137410	-0.103735	0.193662	-0.063368	0.063368	1.400506	-1.400506	0.149344	-0.149345	-0.057007	0.120684	-0.063676	0.064040	-0.064040	0.000000	0.006515	-0.006515	-0.496952	0.148242	0.084206	0.264504	0.519643	0.721753	-0.176829	-0.016319	-0.140160	0.253731	-0.554223	-0.607594	0.414142	-0.414142	0.245490	0.737466	0.599275	-1.582230	0.077562	-0.077562	0.169543	-0.169543	0.189411	0.188046	-0.129659	-0.247797	0.566657	-0.566658	0.354709	-0.055709	-0.931391	0.226907	0.326776	0.548319	-0.287072	-0.182540	0.280232	0.053022	-0.158747	-0.174507	0.248112	-0.248112	-0.035635	-0.174662	0.210297	0.681471	-0.378967	-0.131564	-0.170942	0.164794	-0.164795	0.000000	-0.041421	0.032682	0.463399	0.658471	-0.645414	-0.467719	-0.323426	0.059934	0.078825	0.184667	0.097365	-0.097365	0.000000	0.000000	-0.417809	0.437003	0.468294	-0.487488	0.105640	-0.105639	0.268767	-0.268767	0.000000	-0.080566	0.080566	0.116179	-0.116180	-0.047686	-0.390334	0.438019	0.000000	-0.001681	0.001681	0.017065	-0.017065	0.207942	0.187383	0.146297	-0.541620	0.003567	-0.003567	0.146468	-0.486780	0.213619	0.126694	0.000000	0.054612	-0.054612	0.000000	-0.176801	0.176801	0.000000	0.123179	0.019222	0.179842	-0.018904	-0.115499	-0.187842	0.000000
AT1G02180	-0.029421	0.029421	1.111816	-0.420548	-0.351622	-0.339645	-0.015805	-0.013475	0.065768	-0.036487	-0.034360	0.034359	0.289606	0.220509	0.459906	0.421102	-1.009897	-0.732973	-0.698241	0.625608	0.508600	-0.069331	-0.014886	0.863643	1.348806	-1.036106	-1.176343	0.000000	-0.082803	0.082803	0.300724	0.178824	-0.004022	-0.475526	0.267081	-0.267081	0.450837	-0.934602	-1.387594	0.656150	0.567614	0.647594	-0.291143	0.291142	-0.126185	-0.577872	0.540031	0.164025	0.899569	-0.341153	-0.284845	-0.273570	0.038859	-0.038859	-0.747692	-0.448637	-0.299996	0.513320	0.380227	0.506446	0.447420	-0.212768	-0.556491	0.393122	0.735329	0.474831	-0.298704	-0.435283	-0.451125	-0.033130	-0.013019	-0.096767	0.142917	-0.206951	0.003313	0.004807	0.198830	0.988217	0.818148	0.311205	-1.714745	0.336854	-0.739679	-0.353751	0.353751	0.125322	0.101987	-0.054667	-0.212207	-0.002552	-0.024058	-0.012987	-0.050299	0.124895	0.004571	0.253408	-0.186769	-0.066638	-1.236788	0.091625	-0.015955	0.317348	0.553391	0.536870	-0.246488	0.000000	0.153677	-0.140497	-0.086934	0.073754	0.162882	-0.162882	-0.091467	0.010397	0.046054	0.208064	0.104488	-0.757604	0.158262	0.310863	0.481480	0.128278	0.773588	0.716705	-0.294294	-0.599114	-0.243046	-0.083163	-0.153599	-0.046063	-0.432159	-0.094228	0.460186	0.212999	-0.599596	0.930244	-0.044301	-0.989420	-0.629864	0.535111	0.237335	-0.506468	-0.189209	-0.826047	0.754574	-0.141886	0.039142	-0.416889	0.682603	0.552126	-0.202277	0.052598	-0.685763	0.325742	0.392666	-0.142509	-0.611956	0.698755	0.683095	0.929896	0.833514	1.284065	0.368653	0.580284	0.697782	-0.011924	0.105706	-2.074672	-0.556226	-0.283817	-0.169726	-0.585451	-0.768800	0.408030	0.389382	-0.797932	-0.658017	1.262733	0.917276	1.030867	0.440282	0.616689	1.138310	1.096334	-0.566230	-0.846096	-0.654381	-0.663194	-0.260893	-0.171799	-0.019024	0.190069	0.103949	-0.408590	-1.020760	-1.213144	-2.074477	0.358904	0.684381	0.872662	0.254079	0.132103	0.525657	1.103890	0.339728	0.079075	-0.656925	0.571332	0.592758	-0.673474	1.012182	0.541480	-0.911490	-0.273134	-0.172210	-0.761596	-0.771313	-0.845846	-0.533937	-0.332316	-0.225882	0.300405	0.206502	0.108011	0.295565	0.180592	-0.233782	-0.287955	-0.529407	0.822236	0.854013	-0.548098	-1.044676	-0.029221	-0.998108	-0.051300	-0.092606	-0.169629	0.376085	0.321656	-0.422106	-1.013264	0.514866	0.154139	0.287057	-0.361676	0.144168	-0.677192	0.905552	0.774926	0.524495	-0.524495	0.682526	0.325304	0.176464	0.355501	-0.952390	-0.986361	0.398955	0.041659	-0.041660	0.410154	-0.369441	-0.040714	0.000000	0.000000	-0.053394	0.053394	-0.002813	0.252994	-0.301495	-0.123882	0.010429	0.164765	0.157536	-0.107060	-0.047319	-0.003157	-0.005740	0.005739	-0.845733	0.845733	-0.194392	0.194392	-0.423005	0.226817	0.196187	-0.390604	0.390604	0.000000	0.132526	-0.132526	0.203495	0.102368	-0.032339	-0.273522	0.273515	0.684210	-0.446952	-0.388655	-0.980814	-0.265630	0.622766	0.501560	0.027756	-0.027756	0.159041	0.434309	-0.041772	-0.551580	-0.222122	0.222123	0.141933	-0.141933	0.463624	0.611680	-0.494274	-0.581031	-0.063432	0.063432	0.073759	-0.192141	-0.192715	-0.244501	0.235074	0.501662	0.077738	-0.258873	-0.307738	0.381014	-0.080591	0.007315	0.210118	-0.210119	-0.263951	0.244250	0.019700	0.400757	0.411612	-0.468423	-0.343948	-0.003535	0.003536	0.000000	-0.042111	-0.560504	0.391897	0.232656	-0.064239	0.042303	-0.073039	0.031146	-0.019108	0.061001	1.178965	-1.178966	0.000000	0.000000	0.162639	-0.138195	-0.374613	0.350170	-0.294549	0.294548	1.587489	-1.587489	0.000000	-0.088573	0.088573	-0.046744	0.046744	-0.177857	0.655562	-0.477705	0.000000	-0.169872	0.169871	0.056015	-0.056015	-0.277378	0.296667	0.275723	-0.295012	0.040780	-0.040780	0.650742	0.018949	-0.321026	-0.348666	0.000000	0.078616	-0.078616	0.000000	-0.036537	0.036537	0.000000	0.395578	0.165299	0.195570	-0.337415	-0.356959	-0.062070	0.000000
AT1G03100	-0.017806	0.017806	0.062057	0.338907	-0.028584	-0.372382	0.069714	-0.059487	0.155762	-0.165989	-0.206973	0.206973	-0.328482	-0.433174	-0.178028	0.479260	-0.068397	-0.146688	-0.059948	0.331521	0.415538	-0.119957	0.108357	-0.084831	0.076388	-0.093884	0.102327	0.000000	0.048212	-0.048211	-0.069467	0.059383	0.072816	-0.062733	-0.113398	0.113398	0.016023	0.569006	0.557549	-0.409250	-0.466633	-0.266695	-0.060016	0.060016	0.242641	0.523723	-0.304214	-0.462149	0.198962	-0.049337	-0.064228	-0.085396	-0.081685	0.081684	0.660786	-0.180759	-0.256622	0.045032	0.142137	0.240939	0.203923	-0.041807	-0.282054	0.164782	0.129035	0.011371	-0.280938	-0.365886	-0.189942	0.232259	0.393801	-0.494504	-0.131557	-0.274754	-0.507839	0.537008	0.245583	0.361828	0.003927	-0.128504	-0.410272	0.227540	-0.054517	-0.216746	0.216746	-0.138622	-0.014110	-0.016051	-0.079279	0.039010	-0.182191	0.049930	0.090172	0.147585	0.103552	-0.278134	0.004984	0.273150	-0.107635	-0.257175	-0.201858	0.053315	0.192277	0.045977	0.275102	0.000000	0.072732	-0.161576	-0.070250	0.159095	0.056249	-0.056249	-0.127562	-1.013215	-0.268847	1.132555	0.599536	-0.314216	-0.676077	-0.701363	-0.699375	-0.455120	0.236718	0.291972	0.101231	0.008513	-0.334713	-0.277196	-0.777821	-0.632145	-0.406770	-0.709567	-0.266427	-0.463226	-0.196244	-0.000724	0.330968	0.685903	0.080982	-0.307178	-0.393724	0.181004	-0.416636	0.109415	0.302893	-0.512769	-0.403984	-0.471607	-0.223753	-0.470793	-0.363690	-0.201125	-0.011205	1.101755	1.353066	-0.374755	-0.431545	0.396361	0.358133	0.452094	0.314034	0.691642	-0.032473	-0.436146	-0.592351	-0.214964	-0.052145	-0.338442	0.712695	1.098881	0.987339	1.115492	0.990520	-0.377250	-0.368650	0.455628	0.165332	1.231462	0.471256	0.481094	0.079943	0.094767	-0.060634	-0.059895	1.023480	0.774176	-0.450327	-0.406036	1.094393	1.022935	1.183853	1.328409	0.571696	0.172512	0.040746	-0.751666	-1.012971	-0.578466	-0.867970	-1.013219	-0.802290	0.178028	-0.192074	0.073451	0.580780	0.230551	0.027555	0.267103	0.195685	0.310144	0.631328	0.280553	0.391137	-0.478910	-0.523371	-0.339580	-0.463226	-0.367950	-0.279650	-0.465401	-0.264371	-0.457639	-0.407718	-0.360064	-0.255797	-0.619253	0.704416	0.004267	0.223879	0.445803	0.194731	-0.481260	-0.535753	-0.440787	-0.697856	-0.362402	0.457028	0.441125	-0.060634	-0.083669	-0.647253	0.048242	-0.344453	-0.059398	0.064362	-0.250390	0.687848	0.304134	0.022838	0.167810	0.379028	-0.379028	0.110619	-0.439597	-0.531385	-0.033936	0.055515	0.182127	0.656658	-0.090923	0.090923	0.353737	-0.190851	-0.162885	0.000000	0.000000	0.076831	-0.076831	-0.196912	-0.421232	-0.289441	-0.233204	0.685292	0.455497	0.180428	-0.270264	-0.311662	0.401497	-0.071424	0.071424	0.014556	-0.014556	0.009869	-0.009869	0.071213	-0.058303	-0.012909	-0.521034	0.521034	0.000000	0.074519	-0.074519	-0.416563	0.136889	0.062028	0.217646	0.597478	0.564760	-0.113419	0.034100	-0.152432	0.212037	-0.523703	-0.618824	-0.364135	0.364135	-0.207534	-0.303164	0.389772	0.120927	0.171927	-0.171927	0.041331	-0.041330	-0.054851	-0.046947	0.069642	0.032158	0.081356	-0.081356	-0.074043	0.087908	-0.573348	0.092440	0.253424	0.018422	-0.275556	0.470757	0.138122	0.211696	-0.326683	-0.023136	0.401275	-0.401275	-0.191892	0.228055	-0.036163	1.033545	-0.448042	-0.085345	-0.500158	-0.058791	0.058791	0.000000	0.103650	0.026983	0.219375	0.391050	-0.293525	-0.447535	0.239373	-0.144707	-0.102540	0.007874	0.085296	-0.085297	0.000000	0.000000	-0.315309	0.181670	0.017874	0.115765	0.101413	-0.101412	0.393291	-0.393291	0.000000	-0.086374	0.086374	-0.060239	0.060239	-0.256387	-0.228216	0.484602	0.000000	-0.056324	0.056324	0.047640	-0.047639	-0.143201	0.428473	0.357681	-0.642953	-0.176539	0.176539	-0.042983	0.222051	-0.070217	-0.108852	0.000000	-0.194798	0.194799	0.000000	0.454265	-0.454265	0.000000	-0.265507	0.111991	0.101541	0.106808	-0.056290	0.001458	0.000000
AT1G03110	-0.008623	0.008622	0.904830	-0.277872	-0.642946	0.015988	-0.079166	0.057613	0.054760	-0.033205	0.474495	-0.474495	0.269744	0.284764	0.418485	0.508290	-0.853940	-0.518647	-0.716797	0.477509	0.485911	-0.177571	-0.177752	-0.001829	0.226107	-0.146787	-0.077492	0.000000	-0.057470	0.057470	0.347176	0.468761	-0.220470	-0.595467	0.253229	-0.253229	0.700883	-0.518975	-0.621968	0.044015	0.047611	0.348435	-0.427469	0.427469	0.305506	0.934127	-0.414278	-0.825355	0.257984	-0.243418	-0.064308	0.049743	-0.045613	0.045613	0.907539	-0.185584	-0.306855	-0.096723	-0.030924	0.043666	-0.110450	0.081454	-0.220668	-0.038621	-0.065948	0.036032	0.134347	-0.131414	-0.015853	0.188647	0.251003	-0.325899	-0.113750	-0.302878	-0.315744	0.457339	0.161284	0.513708	0.168358	1.110260	-1.948544	0.487093	-0.330877	-0.418416	0.418416	-0.028087	0.017118	-0.217360	-0.148134	0.083367	-0.026281	-0.149795	-0.038957	0.235487	0.272643	-0.009745	-0.168743	0.178488	-0.309392	-0.312602	-0.255064	0.197296	0.179511	0.221119	0.279133	0.000000	-0.016957	-0.155317	-0.098914	0.271188	0.200368	-0.200368	-0.144197	0.043874	-0.298170	0.886355	-0.310193	0.104950	-1.045309	-1.079892	-1.075324	-0.990212	0.727233	0.643729	0.728178	0.644927	0.013696	-0.183299	-0.439706	-0.780537	-0.252057	-0.536310	-0.569345	-0.645846	-0.508825	0.444768	-0.035602	-0.635930	0.402694	0.039440	0.131334	0.790342	0.170752	-0.007297	0.787168	0.084922	0.184954	0.101737	-0.235773	-0.134611	-0.003828	-0.046306	0.289770	0.943312	1.042600	-0.058034	0.252409	0.611361	0.576247	0.568257	0.658770	0.928672	0.216863	-1.103529	-1.230516	0.138916	0.048160	0.008584	0.157172	-0.086512	-0.147121	-0.429745	-0.659446	-0.107841	-0.102375	-1.062224	-1.157934	1.246094	0.714338	0.812962	0.375628	0.474691	0.694647	0.641986	-0.082871	-0.066632	-0.119823	0.084770	0.804196	0.862212	1.224443	1.312608	0.416662	-0.178702	-1.335790	-0.716375	-0.196077	-0.333330	0.914800	1.007373	0.752049	-0.053136	0.144812	0.776890	0.225344	-0.138242	-0.707223	-0.221438	-0.254045	-0.377031	1.235348	1.154848	-0.343887	0.306258	0.126070	-0.439899	-0.481099	0.155509	0.115494	-0.174003	-0.494304	-0.807728	-0.849876	-0.641895	-0.592577	-0.404737	0.177917	-0.780320	-0.537496	-0.167750	-0.251167	0.047328	-0.069374	-0.786606	-0.664688	-0.747385	0.008088	0.018713	0.410378	0.270962	0.061055	-1.328294	0.139565	-0.107487	0.127571	-0.368909	-0.852360	0.440453	0.599780	0.522392	0.117924	-0.117924	0.552642	0.314066	0.139638	0.609952	-1.131299	-0.959540	0.474541	-0.043130	0.043131	0.390626	-0.223959	-0.166666	0.000000	0.000000	0.012434	-0.012434	-0.593965	0.341210	0.073748	-0.124509	0.317713	-0.014196	0.106071	-0.345681	-0.364217	0.603826	-0.031203	0.031203	-0.143632	0.143632	0.098318	-0.098318	0.151144	0.048121	-0.199264	-0.320391	0.320391	0.000000	0.041382	-0.041382	-0.330425	0.102074	0.016095	0.212257	0.264891	0.350650	0.134732	0.048461	-0.348716	-0.206538	-0.056339	-0.187145	0.141669	-0.141668	0.157327	0.225096	0.833005	-1.215428	-0.087818	0.087818	0.076577	-0.076577	0.338606	0.396472	-0.262401	-0.472677	-0.151658	0.151658	0.132151	-0.439362	0.131209	0.280477	0.564873	0.265566	-0.244215	-0.690700	-0.130719	0.392715	-0.223420	-0.038575	0.251781	-0.251781	-0.029182	-0.175444	0.204627	1.024266	-0.159465	-0.609453	-0.255350	0.147298	-0.147297	0.000000	0.038529	0.001562	0.339997	0.503461	-0.421089	-0.462460	-0.310236	0.071442	0.101371	0.137423	0.278736	-0.278736	0.000000	0.000000	-0.516719	0.378118	0.165192	-0.026591	0.077103	-0.077103	0.511385	-0.511385	0.000000	-0.026203	0.026204	-0.073268	0.073268	-0.678362	-0.204134	0.882497	0.000000	-0.269593	0.269594	-0.004034	0.004034	0.106810	-0.146498	-0.155353	0.195042	-0.053341	0.053341	0.474625	-0.550821	0.034193	0.042004	0.000000	-0.088524	0.088524	0.000000	0.040435	-0.040434	0.000000	0.224140	0.233719	0.179771	-0.193518	-0.314083	-0.130030	0.000000
